"tract_id","pop_h1","pop_h2","pop_h3","pop_qty"
"06085508203","HspLt","HspLt","P0020002",291.000000000024
"06085508203","White","White","P0020005",1852.00000000015
"06085508203","AABlk","AABlk","P0020006",37.0000000000031
"06085508203","Other","NatAm","P0020007",5.00000000000042
"06085508203","AsnPI","Asian","P0020008",3117.00000000026
"06085508203","AsnPI","PcIsl","P0020009",1.00000000000008
"06085508203","Other","Other","P0020010",48.000000000004
"06085508203","Other","Multi","P0020011",222.000000000018
"06013308002","HspLt","HspLt","P0020002",1574.00000000001
"06013308002","White","White","P0020005",1248.00000000001
"06013308002","AABlk","AABlk","P0020006",1026.00000000001
"06013308002","Other","NatAm","P0020007",26.0000000000002
"06013308002","AsnPI","Asian","P0020008",990.000000000006
"06013308002","AsnPI","PcIsl","P0020009",40.0000000000002
"06013308002","Other","Other","P0020010",27.0000000000002
"06013308002","Other","Multi","P0020011",358.000000000002
"06085506702","HspLt","HspLt","P0020002",1278.00000000001
"06085506702","White","White","P0020005",2507.00000000002
"06085506702","AABlk","AABlk","P0020006",209.000000000002
"06085506702","Other","NatAm","P0020007",20.0000000000002
"06085506702","AsnPI","Asian","P0020008",1539.00000000001
"06085506702","AsnPI","PcIsl","P0020009",8.00000000000006
"06085506702","Other","Other","P0020010",32.0000000000002
"06085506702","Other","Multi","P0020011",363.000000000003
"06013348000","HspLt","HspLt","P0020002",309.999999999999
"06013348000","White","White","P0020005",3505.99999999998
"06013348000","AABlk","AABlk","P0020006",11.9999999999999
"06013348000","Other","NatAm","P0020007",2.99999999999999
"06013348000","AsnPI","Asian","P0020008",592.999999999997
"06013348000","AsnPI","PcIsl","P0020009",0
"06013348000","Other","Other","P0020010",41.9999999999998
"06013348000","Other","Multi","P0020011",368.999999999998
"06085504805","HspLt","HspLt","P0020002",1509.00000000001
"06085504805","White","White","P0020005",2591.00000000001
"06085504805","AABlk","AABlk","P0020006",140.000000000001
"06085504805","Other","NatAm","P0020007",17.0000000000001
"06085504805","AsnPI","Asian","P0020008",2748.00000000002
"06085504805","AsnPI","PcIsl","P0020009",30.0000000000002
"06085504805","Other","Other","P0020010",48.0000000000003
"06085504805","Other","Multi","P0020011",371.000000000002
"06085504806","HspLt","HspLt","P0020002",752.999999999999
"06085504806","White","White","P0020005",448.999999999999
"06085504806","AABlk","AABlk","P0020006",42
"06085504806","Other","NatAm","P0020007",2
"06085504806","AsnPI","Asian","P0020008",1379
"06085504806","AsnPI","PcIsl","P0020009",44
"06085504806","Other","Other","P0020010",6.99999999999999
"06085504806","Other","Multi","P0020011",99.9999999999999
"06085505007","HspLt","HspLt","P0020002",880.999999999995
"06085505007","White","White","P0020005",715.999999999996
"06085505007","AABlk","AABlk","P0020006",124.999999999999
"06085505007","Other","NatAm","P0020007",7.99999999999995
"06085505007","AsnPI","Asian","P0020008",1849.99999999999
"06085505007","AsnPI","PcIsl","P0020009",9.99999999999994
"06085505007","Other","Other","P0020010",11.9999999999999
"06085505007","Other","Multi","P0020011",157.999999999999
"06085505203","HspLt","HspLt","P0020002",1217.99999999998
"06085505203","White","White","P0020005",2282.99999999997
"06085505203","AABlk","AABlk","P0020006",186.999999999998
"06085505203","Other","NatAm","P0020007",4.99999999999994
"06085505203","AsnPI","Asian","P0020008",1545.99999999998
"06085505203","AsnPI","PcIsl","P0020009",19.9999999999997
"06085505203","Other","Other","P0020010",45.9999999999994
"06085505203","Other","Multi","P0020011",367.999999999995
"06085508204","HspLt","HspLt","P0020002",265.999999999997
"06085508204","White","White","P0020005",1248.99999999999
"06085508204","AABlk","AABlk","P0020006",39.9999999999996
"06085508204","Other","NatAm","P0020007",1.99999999999998
"06085508204","AsnPI","Asian","P0020008",2588.99999999998
"06085508204","AsnPI","PcIsl","P0020009",12.9999999999999
"06085508204","Other","Other","P0020010",17.9999999999998
"06085508204","Other","Multi","P0020011",161.999999999998
"06085508505","HspLt","HspLt","P0020002",476.000000000002
"06085508505","White","White","P0020005",1591.00000000001
"06085508505","AABlk","AABlk","P0020006",66.0000000000003
"06085508505","Other","NatAm","P0020007",7.00000000000003
"06085508505","AsnPI","Asian","P0020008",2383.00000000001
"06085508505","AsnPI","PcIsl","P0020009",5.00000000000002
"06085508505","Other","Other","P0020010",17.0000000000001
"06085508505","Other","Multi","P0020011",196.000000000001
"06085505301","HspLt","HspLt","P0020002",1446.99999999998
"06085505301","White","White","P0020005",1118.99999999999
"06085505301","AABlk","AABlk","P0020006",112.999999999999
"06085505301","Other","NatAm","P0020007",10.9999999999999
"06085505301","AsnPI","Asian","P0020008",2532.99999999997
"06085505301","AsnPI","PcIsl","P0020009",37.9999999999996
"06085505301","Other","Other","P0020010",36.9999999999996
"06085505301","Other","Multi","P0020011",185.999999999998
"06085505302","HspLt","HspLt","P0020002",860.999999999991
"06085505302","White","White","P0020005",1441.99999999999
"06085505302","AABlk","AABlk","P0020006",59.9999999999994
"06085505302","Other","NatAm","P0020007",8.99999999999991
"06085505302","AsnPI","Asian","P0020008",2043.99999999998
"06085505302","AsnPI","PcIsl","P0020009",31.9999999999997
"06085505302","Other","Other","P0020010",24.9999999999998
"06085505302","Other","Multi","P0020011",216.999999999998
"06085505304","HspLt","HspLt","P0020002",578.999999999995
"06085505304","White","White","P0020005",1029.99999999999
"06085505304","AABlk","AABlk","P0020006",25.9999999999998
"06085505304","Other","NatAm","P0020007",0.999999999999992
"06085505304","AsnPI","Asian","P0020008",1457.99999999999
"06085505304","AsnPI","PcIsl","P0020009",13.9999999999999
"06085505304","Other","Other","P0020010",17.9999999999999
"06085505304","Other","Multi","P0020011",154.999999999999
"06085505305","HspLt","HspLt","P0020002",1178.00000000001
"06085505305","White","White","P0020005",1706.00000000001
"06085505305","AABlk","AABlk","P0020006",101.000000000001
"06085505305","Other","NatAm","P0020007",11.0000000000001
"06085505305","AsnPI","Asian","P0020008",2857.00000000002
"06085505305","AsnPI","PcIsl","P0020009",12.0000000000001
"06085505305","Other","Other","P0020010",35.0000000000002
"06085505305","Other","Multi","P0020011",214.000000000001
"06085505401","HspLt","HspLt","P0020002",916.999999999991
"06085505401","White","White","P0020005",1417.99999999999
"06085505401","AABlk","AABlk","P0020006",99.9999999999991
"06085505401","Other","NatAm","P0020007",12.9999999999999
"06085505401","AsnPI","Asian","P0020008",3774.99999999996
"06085505401","AsnPI","PcIsl","P0020009",28.9999999999997
"06085505401","Other","Other","P0020010",24.9999999999998
"06085505401","Other","Multi","P0020011",214.999999999998
"06013384000","HspLt","HspLt","P0020002",400.999999999999
"06013384000","White","White","P0020005",2147.99999999999
"06013384000","AABlk","AABlk","P0020006",300.999999999999
"06013384000","Other","NatAm","P0020007",7.99999999999998
"06013384000","AsnPI","Asian","P0020008",884.999999999997
"06013384000","AsnPI","PcIsl","P0020009",9.99999999999997
"06013384000","Other","Other","P0020010",30.9999999999999
"06013384000","Other","Multi","P0020011",395.999999999999
"06085505403","HspLt","HspLt","P0020002",1371.99999999999
"06085505403","White","White","P0020005",2234.99999999999
"06085505403","AABlk","AABlk","P0020006",156.999999999999
"06085505403","Other","NatAm","P0020007",7.99999999999996
"06085505403","AsnPI","Asian","P0020008",4516.99999999998
"06085505403","AsnPI","PcIsl","P0020009",19.9999999999999
"06085505403","Other","Other","P0020010",61.9999999999997
"06085505403","Other","Multi","P0020011",323.999999999998
"06085505500","HspLt","HspLt","P0020002",926.99999999999
"06085505500","White","White","P0020005",1622.99999999998
"06085505500","AABlk","AABlk","P0020006",62.9999999999993
"06085505500","Other","NatAm","P0020007",3.99999999999996
"06085505500","AsnPI","Asian","P0020008",1303.99999999999
"06085505500","AsnPI","PcIsl","P0020009",4.99999999999995
"06085505500","Other","Other","P0020010",23.9999999999998
"06085505500","Other","Multi","P0020011",266.999999999997
"06085505600","HspLt","HspLt","P0020002",789.000000000004
"06085505600","White","White","P0020005",1942.00000000001
"06085505600","AABlk","AABlk","P0020006",100
"06085505600","Other","NatAm","P0020007",7.00000000000003
"06085505600","AsnPI","Asian","P0020008",1206.00000000001
"06085505600","AsnPI","PcIsl","P0020009",8.00000000000004
"06085505600","Other","Other","P0020010",28.0000000000001
"06085505600","Other","Multi","P0020011",258.000000000001
"06085505800","HspLt","HspLt","P0020002",956.000000000007
"06085505800","White","White","P0020005",1919.00000000001
"06085505800","AABlk","AABlk","P0020006",117.000000000001
"06085505800","Other","NatAm","P0020007",7.00000000000005
"06085505800","AsnPI","Asian","P0020008",761.000000000006
"06085505800","AsnPI","PcIsl","P0020009",14.0000000000001
"06085505800","Other","Other","P0020010",25.0000000000002
"06085505800","Other","Multi","P0020011",228.000000000002
"06085506803","HspLt","HspLt","P0020002",1446.99999999999
"06085506803","White","White","P0020005",3294.99999999998
"06085506803","AABlk","AABlk","P0020006",115.999999999999
"06085506803","Other","NatAm","P0020007",6.99999999999997
"06085506803","AsnPI","Asian","P0020008",2098.99999999999
"06085506803","AsnPI","PcIsl","P0020009",22.9999999999999
"06085506803","Other","Other","P0020010",29.9999999999999
"06085506803","Other","Multi","P0020011",339.999999999998
"06085507806","HspLt","HspLt","P0020002",203.999999999998
"06085507806","White","White","P0020005",713.999999999994
"06085507806","AABlk","AABlk","P0020006",19.9999999999998
"06085507806","Other","NatAm","P0020007",10.9999999999999
"06085507806","AsnPI","Asian","P0020008",4710.99999999996
"06085507806","AsnPI","PcIsl","P0020009",0.999999999999991
"06085507806","Other","Other","P0020010",9.99999999999991
"06085507806","Other","Multi","P0020011",152.999999999999
"06085508303","HspLt","HspLt","P0020002",58.0000000000024
"06085508303","White","White","P0020005",1209.00000000005
"06085508303","AABlk","AABlk","P0020006",3.00000000000012
"06085508303","Other","NatAm","P0020007",0
"06085508303","AsnPI","Asian","P0020008",1247.00000000005
"06085508303","AsnPI","PcIsl","P0020009",1.00000000000004
"06085508303","Other","Other","P0020010",7.00000000000029
"06085508303","Other","Multi","P0020011",106.000000000004
"06085506101","HspLt","HspLt","P0020002",688.000000000021
"06085506101","White","White","P0020005",1885.00000000006
"06085506101","AABlk","AABlk","P0020006",92.0000000000029
"06085506101","Other","NatAm","P0020007",6.00000000000019
"06085506101","AsnPI","Asian","P0020008",1882.00000000006
"06085506101","AsnPI","PcIsl","P0020009",19.0000000000006
"06085506101","Other","Other","P0020010",18.0000000000006
"06085506101","Other","Multi","P0020011",239.000000000007
"06085506102","HspLt","HspLt","P0020002",432.000000000006
"06085506102","White","White","P0020005",1523.00000000002
"06085506102","AABlk","AABlk","P0020006",53.0000000000007
"06085506102","Other","NatAm","P0020007",0
"06085506102","AsnPI","Asian","P0020008",2327.00000000003
"06085506102","AsnPI","PcIsl","P0020009",5.00000000000007
"06085506102","Other","Other","P0020010",28.0000000000004
"06085506102","Other","Multi","P0020011",206.000000000003
"06085507808","HspLt","HspLt","P0020002",126
"06085507808","White","White","P0020005",906.000000000003
"06085507808","AABlk","AABlk","P0020006",38.0000000000001
"06085507808","Other","NatAm","P0020007",3.00000000000001
"06085507808","AsnPI","Asian","P0020008",4397.00000000001
"06085507808","AsnPI","PcIsl","P0020009",0
"06085507808","Other","Other","P0020010",17.0000000000001
"06085507808","Other","Multi","P0020011",187.000000000001
"06085506103","HspLt","HspLt","P0020002",543.999999999999
"06085506103","White","White","P0020005",1326
"06085506103","AABlk","AABlk","P0020006",58.9999999999999
"06085506103","Other","NatAm","P0020007",3.99999999999999
"06085506103","AsnPI","Asian","P0020008",2836.99999999999
"06085506103","AsnPI","PcIsl","P0020009",0.999999999999998
"06085506103","Other","Other","P0020010",35.9999999999999
"06085506103","Other","Multi","P0020011",244.999999999999
"06085506203","HspLt","HspLt","P0020002",810.000000000001
"06085506203","White","White","P0020005",1160
"06085506203","AABlk","AABlk","P0020006",146
"06085506203","Other","NatAm","P0020007",12
"06085506203","AsnPI","Asian","P0020008",4752.00000000001
"06085506203","AsnPI","PcIsl","P0020009",12
"06085506203","Other","Other","P0020010",22
"06085506203","Other","Multi","P0020011",224
"06085506204","HspLt","HspLt","P0020002",796.00000000002
"06085506204","White","White","P0020005",1550.00000000004
"06085506204","AABlk","AABlk","P0020006",77.0000000000019
"06085506204","Other","NatAm","P0020007",7.00000000000018
"06085506204","AsnPI","Asian","P0020008",3710.00000000009
"06085506204","AsnPI","PcIsl","P0020009",11.0000000000003
"06085506204","Other","Other","P0020010",21.0000000000005
"06085506204","Other","Multi","P0020011",251.000000000006
"06085506301","HspLt","HspLt","P0020002",1461
"06085506301","White","White","P0020005",1652
"06085506301","AABlk","AABlk","P0020006",359
"06085506301","Other","NatAm","P0020007",5
"06085506301","AsnPI","Asian","P0020008",1844
"06085506301","AsnPI","PcIsl","P0020009",21
"06085506301","Other","Other","P0020010",50
"06085506301","Other","Multi","P0020011",239
"06001430200","HspLt","HspLt","P0020002",1108
"06001430200","White","White","P0020005",3587.00000000001
"06001430200","AABlk","AABlk","P0020006",191.000000000001
"06001430200","Other","NatAm","P0020007",11
"06001430200","AsnPI","Asian","P0020008",2009.00000000001
"06001430200","AsnPI","PcIsl","P0020009",14
"06001430200","Other","Other","P0020010",51.0000000000002
"06001430200","Other","Multi","P0020011",506.000000000002
"06001407900","HspLt","HspLt","P0020002",543.999999999994
"06001407900","White","White","P0020005",1153.99999999999
"06001407900","AABlk","AABlk","P0020006",564.999999999993
"06001407900","Other","NatAm","P0020007",4.99999999999994
"06001407900","AsnPI","Asian","P0020008",478.999999999994
"06001407900","AsnPI","PcIsl","P0020009",18.9999999999998
"06001407900","Other","Other","P0020010",28.9999999999997
"06001407900","Other","Multi","P0020011",285.999999999997
"06001436601","HspLt","HspLt","P0020002",4047.00000000013
"06001436601","White","White","P0020005",588.000000000019
"06001436601","AABlk","AABlk","P0020006",582.000000000019
"06001436601","Other","NatAm","P0020007",13.0000000000004
"06001436601","AsnPI","Asian","P0020008",1082.00000000003
"06001436601","AsnPI","PcIsl","P0020009",236.000000000008
"06001436601","Other","Other","P0020010",44.0000000000014
"06001436601","Other","Multi","P0020011",169.000000000005
"06001401400","HspLt","HspLt","P0020002",1283.00000000002
"06001401400","White","White","P0020005",1426.00000000002
"06001401400","AABlk","AABlk","P0020006",1578.00000000002
"06001401400","Other","NatAm","P0020007",42.0000000000006
"06001401400","AsnPI","Asian","P0020008",575.000000000008
"06001401400","AsnPI","PcIsl","P0020009",46.0000000000007
"06001401400","Other","Other","P0020010",47.0000000000007
"06001401400","Other","Multi","P0020011",358.000000000005
"06001400500","HspLt","HspLt","P0020002",437.000000000003
"06001400500","White","White","P0020005",1898.00000000001
"06001400500","AABlk","AABlk","P0020006",617.000000000004
"06001400500","Other","NatAm","P0020007",8.00000000000006
"06001400500","AsnPI","Asian","P0020008",304.000000000002
"06001400500","AsnPI","PcIsl","P0020009",5.00000000000003
"06001400500","Other","Other","P0020010",38.0000000000003
"06001400500","Other","Multi","P0020011",337.000000000002
"06085508401","HspLt","HspLt","P0020002",504.000000000001
"06085508401","White","White","P0020005",2659.00000000001
"06085508401","AABlk","AABlk","P0020006",60.0000000000001
"06085508401","Other","NatAm","P0020007",3.00000000000001
"06085508401","AsnPI","Asian","P0020008",3516.00000000001
"06085508401","AsnPI","PcIsl","P0020009",5.00000000000001
"06085508401","Other","Other","P0020010",26.0000000000001
"06085508401","Other","Multi","P0020011",395.000000000001
"06085508404","HspLt","HspLt","P0020002",541.999999999996
"06085508404","White","White","P0020005",2590.99999999998
"06085508404","AABlk","AABlk","P0020006",82.9999999999993
"06085508404","Other","NatAm","P0020007",8.99999999999993
"06085508404","AsnPI","Asian","P0020008",3231.99999999997
"06085508404","AsnPI","PcIsl","P0020009",10.9999999999999
"06085508404","Other","Other","P0020010",30.9999999999997
"06085508404","Other","Multi","P0020011",384.999999999997
"06001432800","HspLt","HspLt","P0020002",872.999999999999
"06001432800","White","White","P0020005",1307
"06001432800","AABlk","AABlk","P0020006",449.999999999999
"06001432800","Other","NatAm","P0020007",8.99999999999999
"06001432800","AsnPI","Asian","P0020008",1226
"06001432800","AsnPI","PcIsl","P0020009",18
"06001432800","Other","Other","P0020010",19
"06001432800","Other","Multi","P0020011",219
"06001435400","HspLt","HspLt","P0020002",1840
"06001435400","White","White","P0020005",944.000000000002
"06001435400","AABlk","AABlk","P0020006",872.000000000002
"06001435400","Other","NatAm","P0020007",12
"06001435400","AsnPI","Asian","P0020008",921.000000000002
"06001435400","AsnPI","PcIsl","P0020009",61.0000000000001
"06001435400","Other","Other","P0020010",42.0000000000001
"06001435400","Other","Multi","P0020011",248
"06001438000","HspLt","HspLt","P0020002",1148.00000000001
"06001438000","White","White","P0020005",809.00000000001
"06001438000","AABlk","AABlk","P0020006",188.000000000002
"06001438000","Other","NatAm","P0020007",9.00000000000012
"06001438000","AsnPI","Asian","P0020008",1007.00000000001
"06001438000","AsnPI","PcIsl","P0020009",37.0000000000005
"06001438000","Other","Other","P0020010",13.0000000000002
"06001438000","Other","Multi","P0020011",198.000000000003
"06001451202","HspLt","HspLt","P0020002",1060.00000000001
"06001451202","White","White","P0020005",2745.00000000002
"06001451202","AABlk","AABlk","P0020006",102.000000000001
"06001451202","Other","NatAm","P0020007",8.00000000000006
"06001451202","AsnPI","Asian","P0020008",1479.00000000001
"06001451202","AsnPI","PcIsl","P0020009",9.00000000000007
"06001451202","Other","Other","P0020010",26.0000000000002
"06001451202","Other","Multi","P0020011",352.000000000003
"06085508503","HspLt","HspLt","P0020002",828.999999999978
"06085508503","White","White","P0020005",1653.99999999996
"06085508503","AABlk","AABlk","P0020006",70.9999999999981
"06085508503","Other","NatAm","P0020007",13.9999999999996
"06085508503","AsnPI","Asian","P0020008",4118.99999999989
"06085508503","AsnPI","PcIsl","P0020009",25.9999999999993
"06085508503","Other","Other","P0020010",22.9999999999994
"06085508503","Other","Multi","P0020011",172.999999999995
"06001401500","HspLt","HspLt","P0020002",474.00000000001
"06001401500","White","White","P0020005",819.000000000017
"06001401500","AABlk","AABlk","P0020006",946.000000000019
"06001401500","Other","NatAm","P0020007",2.00000000000004
"06001401500","AsnPI","Asian","P0020008",188.000000000004
"06001401500","AsnPI","PcIsl","P0020009",4.00000000000008
"06001401500","Other","Other","P0020010",27.0000000000005
"06001401500","Other","Multi","P0020011",201.000000000004
"06085504414","HspLt","HspLt","P0020002",295.000000000003
"06085504414","White","White","P0020005",429.000000000004
"06085504414","AABlk","AABlk","P0020006",59.0000000000005
"06085504414","Other","NatAm","P0020007",3.00000000000003
"06085504414","AsnPI","Asian","P0020008",4116.00000000004
"06085504414","AsnPI","PcIsl","P0020009",13.0000000000001
"06085504414","Other","Other","P0020010",19.0000000000002
"06085504414","Other","Multi","P0020011",125.000000000001
"06085504415","HspLt","HspLt","P0020002",458.000000000005
"06085504415","White","White","P0020005",703.000000000008
"06085504415","AABlk","AABlk","P0020006",60.0000000000007
"06085504415","Other","NatAm","P0020007",8.00000000000009
"06085504415","AsnPI","Asian","P0020008",3807.00000000004
"06085504415","AsnPI","PcIsl","P0020009",24.0000000000003
"06085504415","Other","Other","P0020010",11.0000000000001
"06085504415","Other","Multi","P0020011",147.000000000002
"06085504416","HspLt","HspLt","P0020002",432.000000000002
"06085504416","White","White","P0020005",438.000000000002
"06085504416","AABlk","AABlk","P0020006",75.0000000000004
"06085504416","Other","NatAm","P0020007",10.0000000000001
"06085504416","AsnPI","Asian","P0020008",2649.00000000001
"06085504416","AsnPI","PcIsl","P0020009",18.0000000000001
"06085504416","Other","Other","P0020010",18.0000000000001
"06085504416","Other","Multi","P0020011",118.000000000001
"06001402400","HspLt","HspLt","P0020002",359.000000000001
"06001402400","White","White","P0020005",553.000000000002
"06001402400","AABlk","AABlk","P0020006",971.000000000003
"06001402400","Other","NatAm","P0020007",6.00000000000002
"06001402400","AsnPI","Asian","P0020008",397.000000000001
"06001402400","AsnPI","PcIsl","P0020009",5.00000000000001
"06001402400","Other","Other","P0020010",20.0000000000001
"06001402400","Other","Multi","P0020011",148
"06085504418","HspLt","HspLt","P0020002",1428.99999999999
"06085504418","White","White","P0020005",351.999999999998
"06085504418","AABlk","AABlk","P0020006",63.9999999999996
"06085504418","Other","NatAm","P0020007",1.99999999999999
"06085504418","AsnPI","Asian","P0020008",2800.99999999998
"06085504418","AsnPI","PcIsl","P0020009",53.9999999999997
"06085504418","Other","Other","P0020010",30.9999999999998
"06085504418","Other","Multi","P0020011",118.999999999999
"06085504421","HspLt","HspLt","P0020002",499.000000000004
"06085504421","White","White","P0020005",487.000000000004
"06085504421","AABlk","AABlk","P0020006",93.0000000000007
"06085504421","Other","NatAm","P0020007",4.00000000000003
"06085504421","AsnPI","Asian","P0020008",3475.00000000003
"06085504421","AsnPI","PcIsl","P0020009",16.0000000000001
"06085504421","Other","Other","P0020010",27.0000000000002
"06085504421","Other","Multi","P0020011",203.000000000002
"06085507905","HspLt","HspLt","P0020002",282.000000000004
"06085507905","White","White","P0020005",871.000000000014
"06085507905","AABlk","AABlk","P0020006",70.0000000000011
"06085507905","Other","NatAm","P0020007",3.00000000000005
"06085507905","AsnPI","Asian","P0020008",4801.00000000008
"06085507905","AsnPI","PcIsl","P0020009",16.0000000000003
"06085507905","Other","Other","P0020010",28.0000000000004
"06085507905","Other","Multi","P0020011",117.000000000002
"06085504422","HspLt","HspLt","P0020002",636.999999999995
"06085504422","White","White","P0020005",302.999999999998
"06085504422","AABlk","AABlk","P0020006",95.9999999999993
"06085504422","Other","NatAm","P0020007",3.99999999999997
"06085504422","AsnPI","Asian","P0020008",2501.99999999998
"06085504422","AsnPI","PcIsl","P0020009",18.9999999999999
"06085504422","Other","Other","P0020010",2.99999999999998
"06085504422","Other","Multi","P0020011",115.999999999999
"06001438300","HspLt","HspLt","P0020002",1603
"06001438300","White","White","P0020005",248
"06001438300","AABlk","AABlk","P0020006",225
"06001438300","Other","NatAm","P0020007",15
"06001438300","AsnPI","Asian","P0020008",1383
"06001438300","AsnPI","PcIsl","P0020009",225
"06001438300","Other","Other","P0020010",20
"06001438300","Other","Multi","P0020011",146
"06001401600","HspLt","HspLt","P0020002",791.000000000022
"06001401600","White","White","P0020005",801.000000000022
"06001401600","AABlk","AABlk","P0020006",793.000000000022
"06001401600","Other","NatAm","P0020007",22.0000000000006
"06001401600","AsnPI","Asian","P0020008",283.000000000008
"06001401600","AsnPI","PcIsl","P0020009",38.000000000001
"06001401600","Other","Other","P0020010",43.0000000000012
"06001401600","Other","Multi","P0020011",200.000000000005
"06001402200","HspLt","HspLt","P0020002",924
"06001402200","White","White","P0020005",879
"06001402200","AABlk","AABlk","P0020006",841
"06001402200","Other","NatAm","P0020007",15
"06001402200","AsnPI","Asian","P0020008",341
"06001402200","AsnPI","PcIsl","P0020009",42
"06001402200","Other","Other","P0020010",26
"06001402200","Other","Multi","P0020011",182
"06001402500","HspLt","HspLt","P0020002",168.999999999998
"06001402500","White","White","P0020005",401.999999999996
"06001402500","AABlk","AABlk","P0020006",1013.99999999999
"06001402500","Other","NatAm","P0020007",1.99999999999998
"06001402500","AsnPI","Asian","P0020008",203.999999999998
"06001402500","AsnPI","PcIsl","P0020009",9.9999999999999
"06001402500","Other","Other","P0020010",36.9999999999996
"06001402500","Other","Multi","P0020011",171.999999999998
"06001402600","HspLt","HspLt","P0020002",112.999999999999
"06001402600","White","White","P0020005",213.999999999998
"06001402600","AABlk","AABlk","P0020006",323.999999999997
"06001402600","Other","NatAm","P0020007",3.99999999999997
"06001402600","AsnPI","Asian","P0020008",504.999999999996
"06001402600","AsnPI","PcIsl","P0020009",3.99999999999997
"06001402600","Other","Other","P0020010",2.99999999999998
"06001402600","Other","Multi","P0020011",58.9999999999995
"06001402700","HspLt","HspLt","P0020002",364.000000000003
"06001402700","White","White","P0020005",414.000000000003
"06001402700","AABlk","AABlk","P0020006",732.000000000006
"06001402700","Other","NatAm","P0020007",2.00000000000002
"06001402700","AsnPI","Asian","P0020008",180.000000000001
"06001402700","AsnPI","PcIsl","P0020009",7.00000000000006
"06001402700","Other","Other","P0020010",26.0000000000002
"06001402700","Other","Multi","P0020011",102.000000000001
"06001403000","HspLt","HspLt","P0020002",95.0000000000046
"06001403000","White","White","P0020005",238.000000000011
"06001403000","AABlk","AABlk","P0020006",122.000000000006
"06001403000","Other","NatAm","P0020007",4.00000000000019
"06001403000","AsnPI","Asian","P0020008",2472.00000000012
"06001403000","AsnPI","PcIsl","P0020009",7.00000000000034
"06001403000","Other","Other","P0020010",4.00000000000019
"06001403000","Other","Multi","P0020011",65.0000000000031
"06001403100","HspLt","HspLt","P0020002",152.999999999992
"06001403100","White","White","P0020005",457.999999999975
"06001403100","AABlk","AABlk","P0020006",235.999999999987
"06001403100","Other","NatAm","P0020007",0
"06001403100","AsnPI","Asian","P0020008",731.99999999996
"06001403100","AsnPI","PcIsl","P0020009",4.99999999999972
"06001403100","Other","Other","P0020010",9.99999999999945
"06001403100","Other","Multi","P0020011",95.9999999999947
"06085506304","HspLt","HspLt","P0020002",1512.00000000002
"06085506304","White","White","P0020005",1288.00000000002
"06085506304","AABlk","AABlk","P0020006",252.000000000004
"06085506304","Other","NatAm","P0020007",7.00000000000011
"06085506304","AsnPI","Asian","P0020008",2088.00000000003
"06085506304","AsnPI","PcIsl","P0020009",55.0000000000009
"06085506304","Other","Other","P0020010",35.0000000000006
"06085506304","Other","Multi","P0020011",175.000000000003
"06085506305","HspLt","HspLt","P0020002",3048.00000000001
"06085506305","White","White","P0020005",1604.00000000001
"06085506305","AABlk","AABlk","P0020006",539.000000000002
"06085506305","Other","NatAm","P0020007",16
"06085506305","AsnPI","Asian","P0020008",1733.00000000001
"06085506305","AsnPI","PcIsl","P0020009",39.0000000000001
"06085506305","Other","Other","P0020010",28.0000000000001
"06085506305","Other","Multi","P0020011",250.000000000001
"06085506401","HspLt","HspLt","P0020002",1226
"06085506401","White","White","P0020005",1891
"06085506401","AABlk","AABlk","P0020006",193
"06085506401","Other","NatAm","P0020007",23
"06085506401","AsnPI","Asian","P0020008",1445
"06085506401","AsnPI","PcIsl","P0020009",2
"06085506401","Other","Other","P0020010",52.9999999999999
"06085506401","Other","Multi","P0020011",262.999999999999
"06001403800","HspLt","HspLt","P0020002",402.999999999997
"06001403800","White","White","P0020005",2157.99999999998
"06001403800","AABlk","AABlk","P0020006",318.999999999997
"06001403800","Other","NatAm","P0020007",1.99999999999998
"06001403800","AsnPI","Asian","P0020008",480.999999999996
"06001403800","AsnPI","PcIsl","P0020009",8.99999999999993
"06001403800","Other","Other","P0020010",21.9999999999998
"06001403800","Other","Multi","P0020011",315.999999999997
"06001403900","HspLt","HspLt","P0020002",467.999999999998
"06001403900","White","White","P0020005",2109.99999999999
"06001403900","AABlk","AABlk","P0020006",487.999999999998
"06001403900","Other","NatAm","P0020007",5.99999999999997
"06001403900","AsnPI","Asian","P0020008",549.999999999997
"06001403900","AsnPI","PcIsl","P0020009",6.99999999999997
"06001403900","Other","Other","P0020010",37.9999999999998
"06001403900","Other","Multi","P0020011",275.999999999999
"06001404000","HspLt","HspLt","P0020002",372.000000000009
"06001404000","White","White","P0020005",1592.00000000004
"06001404000","AABlk","AABlk","P0020006",366.000000000008
"06001404000","Other","NatAm","P0020007",9.00000000000021
"06001404000","AsnPI","Asian","P0020008",436.00000000001
"06001404000","AsnPI","PcIsl","P0020009",3.00000000000007
"06001404000","Other","Other","P0020010",21.0000000000005
"06001404000","Other","Multi","P0020011",250.000000000006
"06085506402","HspLt","HspLt","P0020002",1793.00000000002
"06085506402","White","White","P0020005",2130.00000000003
"06085506402","AABlk","AABlk","P0020006",294.000000000004
"06085506402","Other","NatAm","P0020007",9.00000000000012
"06085506402","AsnPI","Asian","P0020008",1172.00000000002
"06085506402","AsnPI","PcIsl","P0020009",22.0000000000003
"06085506402","Other","Other","P0020010",42.0000000000005
"06085506402","Other","Multi","P0020011",257.000000000003
"06085506503","HspLt","HspLt","P0020002",1707.00000000001
