"US_ISRM_id","src_h1","pol_abbr","ems_qty","ems_unit"
"1145","ag","NH3",6.02262,"ton/yr"
"1145","agfire","PM25",0.0629856,"ton/yr"
"1145","agfire","NOx",0.0477739,"ton/yr"
"1145","agfire","SOx",0.00114845,"ton/yr"
"1145","agfire","VOC",0.0526678,"ton/yr"
"1145","agfire","NH3",0.00721061,"ton/yr"
"1145","nonpt","PM25",1.10241,"ton/yr"
"1145","nonpt","NOx",0.959851,"ton/yr"
"1145","nonpt","SOx",0.0897011,"ton/yr"
"1145","nonpt","VOC",9.48391,"ton/yr"
"1145","nonpt","NH3",0.780554,"ton/yr"
"1145","np_oilgas","VOC",0.0117424,"ton/yr"
"1145","onroad","PM25",0.298335,"ton/yr"
"1145","onroad","NOx",8.45659,"ton/yr"
"1145","onroad","SOx",0.0340926,"ton/yr"
"1145","onroad","VOC",2.90465,"ton/yr"
"1145","onroad","NH3",0.242825,"ton/yr"
"1146","afdust","PM25",0.915227,"ton/yr"
"1146","nonpt","PM25",1.72247,"ton/yr"
"1146","nonpt","NOx",1.63386,"ton/yr"
"1146","nonpt","SOx",0.137218,"ton/yr"
"1146","nonpt","VOC",18.5044,"ton/yr"
"1146","nonpt","NH3",1.30836,"ton/yr"
"1146","np_oilgas","VOC",0.0186753,"ton/yr"
"1146","onroad","PM25",1.9729,"ton/yr"
"1146","onroad","NOx",41.9287,"ton/yr"
"1146","onroad","SOx",0.332814,"ton/yr"
"1146","onroad","VOC",32.6551,"ton/yr"
"1146","onroad","NH3",2.95316,"ton/yr"
"1146","rwc","PM25",0.0311556,"ton/yr"
"1146","rwc","NOx",0.00265291,"ton/yr"
"1146","rwc","SOx",0.00042746,"ton/yr"
"1146","rwc","VOC",0.0157425,"ton/yr"
"1146","rwc","NH3",0.000446867,"ton/yr"
"1147","afdust","PM25",0.911248,"ton/yr"
"1147","nonpt","PM25",1.55677,"ton/yr"
"1147","nonpt","NOx",1.61195,"ton/yr"
"1147","nonpt","SOx",0.119882,"ton/yr"
"1147","nonpt","VOC",19.3888,"ton/yr"
"1147","nonpt","NH3",1.21114,"ton/yr"
"1147","np_oilgas","VOC",0.0240386,"ton/yr"
"1147","onroad","PM25",2.44808,"ton/yr"
"1147","onroad","NOx",50.6995,"ton/yr"
"1147","onroad","SOx",0.422257,"ton/yr"
"1147","onroad","VOC",41.7107,"ton/yr"
"1147","onroad","NH3",3.78365,"ton/yr"
"1147","rail","PM25",0.00234735,"ton/yr"
"1147","rail","NOx",0.0672765,"ton/yr"
"1147","rail","SOx",0.0000426791,"ton/yr"
"1147","rail","VOC",0.00676728,"ton/yr"
"1147","rail","NH3",0.0000130897,"ton/yr"
"1147","rwc","PM25",0.460961,"ton/yr"
"1147","rwc","NOx",0.0392511,"ton/yr"
"1147","rwc","SOx",0.00632447,"ton/yr"
"1147","rwc","VOC",0.232917,"ton/yr"
"1147","rwc","NH3",0.0066116,"ton/yr"
"1148","afdust","PM25",1.28777,"ton/yr"
"1148","nonpt","PM25",1.42212,"ton/yr"
"1148","nonpt","NOx",1.37087,"ton/yr"
"1148","nonpt","SOx",0.105427,"ton/yr"
"1148","nonpt","VOC",19.9468,"ton/yr"
"1148","nonpt","NH3",1.02871,"ton/yr"
"1148","np_oilgas","VOC",0.0281398,"ton/yr"
"1148","onroad","PM25",2.69741,"ton/yr"
"1148","onroad","NOx",51.975,"ton/yr"
"1148","onroad","SOx",0.496837,"ton/yr"
"1148","onroad","VOC",49.8599,"ton/yr"
"1148","onroad","NH3",4.56005,"ton/yr"
"1148","rail","PM25",0.0251735,"ton/yr"
"1148","rail","NOx",0.721486,"ton/yr"
"1148","rail","SOx",0.000457699,"ton/yr"
"1148","rail","VOC",0.0725736,"ton/yr"
"1148","rail","NH3",0.000140376,"ton/yr"
"1148","rwc","PM25",0.751167,"ton/yr"
"1148","rwc","NOx",0.0639623,"ton/yr"
"1148","rwc","SOx",0.0103062,"ton/yr"
"1148","rwc","VOC",0.379555,"ton/yr"
"1148","rwc","NH3",0.0107741,"ton/yr"
"1149","afdust","PM25",1.17544,"ton/yr"
"1149","nonpt","PM25",1.38278,"ton/yr"
"1149","nonpt","NOx",1.17285,"ton/yr"
"1149","nonpt","SOx",0.102462,"ton/yr"
"1149","nonpt","VOC",15.3158,"ton/yr"
"1149","nonpt","NH3",0.912802,"ton/yr"
"1149","np_oilgas","VOC",0.0147647,"ton/yr"
"1149","onroad","PM25",2.39206,"ton/yr"
"1149","onroad","NOx",56.7188,"ton/yr"
"1149","onroad","SOx",0.358902,"ton/yr"
"1149","onroad","VOC",33.9889,"ton/yr"
"1149","onroad","NH3",3.0191,"ton/yr"
"1149","rail","PM25",0.000339946,"ton/yr"
"1149","rail","NOx",0.00974304,"ton/yr"
"1149","rail","SOx",0.00000618082,"ton/yr"
"1149","rail","VOC",0.000980043,"ton/yr"
"1149","rail","NH3",0.00000189565,"ton/yr"
"1149","rwc","PM25",0.778761,"ton/yr"
"1149","rwc","NOx",0.066312,"ton/yr"
"1149","rwc","SOx",0.0106848,"ton/yr"
"1149","rwc","VOC",0.393498,"ton/yr"
"1149","rwc","NH3",0.0111699,"ton/yr"
"1150","afdust","PM25",1.06998,"ton/yr"
"1150","nonpt","PM25",1.35531,"ton/yr"
"1150","nonpt","NOx",1.47875,"ton/yr"
"1150","nonpt","SOx",0.0994668,"ton/yr"
"1150","nonpt","VOC",15.1221,"ton/yr"
"1150","nonpt","NH3",1.05332,"ton/yr"
"1150","np_oilgas","VOC",0.0211434,"ton/yr"
"1150","onroad","PM25",1.43876,"ton/yr"
"1150","onroad","NOx",30.5195,"ton/yr"
"1150","onroad","SOx",0.244724,"ton/yr"
"1150","onroad","VOC",24.0184,"ton/yr"
"1150","onroad","NH3",2.17424,"ton/yr"
"1150","rwc","PM25",0.926094,"ton/yr"
"1150","rwc","NOx",0.0788574,"ton/yr"
"1150","rwc","SOx",0.0127062,"ton/yr"
"1150","rwc","VOC",0.467943,"ton/yr"
"1150","rwc","NH3",0.0132831,"ton/yr"
"1151","afdust","PM25",1.18218,"ton/yr"
"1151","nonpt","PM25",1.65842,"ton/yr"
"1151","nonpt","NOx",1.16,"ton/yr"
"1151","nonpt","SOx",0.131418,"ton/yr"
"1151","nonpt","VOC",15.1223,"ton/yr"
"1151","nonpt","NH3",1.04552,"ton/yr"
"1151","np_oilgas","VOC",0.0410374,"ton/yr"
"1151","onroad","PM25",1.83855,"ton/yr"
"1151","onroad","NOx",44.958,"ton/yr"
"1151","onroad","SOx",0.266639,"ton/yr"
"1151","onroad","VOC",24.9318,"ton/yr"
"1151","onroad","NH3",2.20114,"ton/yr"
"1151","rwc","PM25",0.0543954,"ton/yr"
"1151","rwc","NOx",0.0046318,"ton/yr"
"1151","rwc","SOx",0.000746315,"ton/yr"
"1151","rwc","VOC",0.0274853,"ton/yr"
"1151","rwc","NH3",0.000780198,"ton/yr"
"1152","afdust","PM25",0.864409,"ton/yr"
"1152","ag","NH3",0.301312,"ton/yr"
"1152","agfire","PM25",0.00315117,"ton/yr"
"1152","agfire","NOx",0.00239013,"ton/yr"
"1152","agfire","SOx",0.0000574569,"ton/yr"
"1152","agfire","VOC",0.00263497,"ton/yr"
"1152","agfire","NH3",0.000360747,"ton/yr"
"1152","nonpt","PM25",0.742849,"ton/yr"
"1152","nonpt","NOx",0.66396,"ton/yr"
"1152","nonpt","SOx",0.0422952,"ton/yr"
"1152","nonpt","VOC",7.68232,"ton/yr"
"1152","nonpt","NH3",0.366867,"ton/yr"
"1152","np_oilgas","VOC",0.0274622,"ton/yr"
"1152","onroad","PM25",1.06775,"ton/yr"
"1152","onroad","NOx",23.4417,"ton/yr"
"1152","onroad","SOx",0.175332,"ton/yr"
"1152","onroad","VOC",17.044,"ton/yr"
"1152","onroad","NH3",1.53531,"ton/yr"
"1152","rwc","PM25",1.88579,"ton/yr"
"1152","rwc","NOx",0.160576,"ton/yr"
"1152","rwc","SOx",0.0258734,"ton/yr"
"1152","rwc","VOC",0.952866,"ton/yr"
"1152","rwc","NH3",0.0270481,"ton/yr"
"1153","afdust","PM25",1.4537,"ton/yr"
"1153","nonpt","PM25",0.830947,"ton/yr"
"1153","nonpt","NOx",1.55205,"ton/yr"
"1153","nonpt","SOx",0.0195107,"ton/yr"
"1153","nonpt","VOC",20.1536,"ton/yr"
"1153","nonpt","NH3",0.418113,"ton/yr"
"1153","np_oilgas","NOx",0.0000000636134,"ton/yr"
"1153","np_oilgas","SOx",0.00000125348,"ton/yr"
"1153","np_oilgas","VOC",0.0200101,"ton/yr"
"1153","onroad","PM25",1.76778,"ton/yr"
"1153","onroad","NOx",22.5145,"ton/yr"
"1153","onroad","SOx",0.330307,"ton/yr"
"1153","onroad","VOC",23.7226,"ton/yr"
"1153","onroad","NH3",2.74918,"ton/yr"
"1153","rwc","PM25",0.925873,"ton/yr"
"1153","rwc","NOx",0.0722419,"ton/yr"
"1153","rwc","SOx",0.0111156,"ton/yr"
"1153","rwc","VOC",0.391518,"ton/yr"
"1153","rwc","NH3",0.0224969,"ton/yr"
"1154","afdust","PM25",0.78233,"ton/yr"
"1154","cmv","PM25",1.70103,"ton/yr"
"1154","cmv","NOx",51.0305,"ton/yr"
"1154","cmv","SOx",0.360998,"ton/yr"
"1154","cmv","VOC",3.42791,"ton/yr"
"1154","cmv","NH3",0.0189364,"ton/yr"
"1154","nonpt","PM25",0.525392,"ton/yr"
"1154","nonpt","NOx",0.857527,"ton/yr"
"1154","nonpt","SOx",0.0126808,"ton/yr"
"1154","nonpt","VOC",10.0593,"ton/yr"
"1154","nonpt","NH3",0.679477,"ton/yr"
"1154","np_oilgas","VOC",0.00677588,"ton/yr"
"1154","onroad","PM25",1.59131,"ton/yr"
"1154","onroad","NOx",22.31,"ton/yr"
"1154","onroad","SOx",0.302015,"ton/yr"
"1154","onroad","VOC",24.3623,"ton/yr"
"1154","onroad","NH3",2.69697,"ton/yr"
"1154","rwc","PM25",0.135736,"ton/yr"
"1154","rwc","NOx",0.0105911,"ton/yr"
"1154","rwc","SOx",0.00162868,"ton/yr"
"1154","rwc","VOC",0.0573977,"ton/yr"
"1154","rwc","NH3",0.00404243,"ton/yr"
"1155","afdust","PM25",6.8439,"ton/yr"
"1155","cmv","PM25",0.000835308,"ton/yr"
"1155","cmv","NOx",0.0250688,"ton/yr"
"1155","cmv","SOx",0.000173309,"ton/yr"
"1155","cmv","VOC",0.00165832,"ton/yr"
"1155","cmv","NH3",0.00000988521,"ton/yr"
"1155","nonpt","PM25",5.69382,"ton/yr"
"1155","nonpt","NOx",13.0375,"ton/yr"
"1155","nonpt","SOx",1.12838,"ton/yr"
"1155","nonpt","VOC",70.6857,"ton/yr"
"1155","nonpt","NH3",6.64429,"ton/yr"
"1155","np_oilgas","VOC",0.328587,"ton/yr"
"1155","onroad","PM25",7.38682,"ton/yr"
"1155","onroad","NOx",153.139,"ton/yr"
"1155","onroad","SOx",1.06158,"ton/yr"
"1155","onroad","VOC",81.7666,"ton/yr"
"1155","onroad","NH3",8.66025,"ton/yr"
"1155","rail","PM25",0.0188434,"ton/yr"
"1155","rail","NOx",0.785429,"ton/yr"
"1155","rail","SOx",0.000856519,"ton/yr"
"1155","rail","VOC",0.0835223,"ton/yr"
"1155","rail","NH3",0.000119869,"ton/yr"
"1155","rwc","PM25",6.47237,"ton/yr"
"1155","rwc","NOx",0.505021,"ton/yr"
"1155","rwc","SOx",0.077661,"ton/yr"
"1155","rwc","VOC",2.73692,"ton/yr"
"1155","rwc","NH3",0.192757,"ton/yr"
"1156","afdust","PM25",6.11502,"ton/yr"
"1156","nonpt","PM25",5.96422,"ton/yr"
"1156","nonpt","NOx",13.359,"ton/yr"
"1156","nonpt","SOx",0.178658,"ton/yr"
"1156","nonpt","VOC",80.6502,"ton/yr"
"1156","nonpt","NH3",8.61963,"ton/yr"
"1156","np_oilgas","VOC",0.180176,"ton/yr"
"1156","onroad","PM25",6.75908,"ton/yr"
"1156","onroad","NOx",117.832,"ton/yr"
"1156","onroad","SOx",1.12596,"ton/yr"
"1156","onroad","VOC",89.006,"ton/yr"
"1156","onroad","NH3",9.67203,"ton/yr"
"1156","rail","PM25",0.00469009,"ton/yr"
"1156","rail","NOx",0.195492,"ton/yr"
"1156","rail","SOx",0.000213186,"ton/yr"
"1156","rail","VOC",0.0207885,"ton/yr"
"1156","rail","NH3",0.0000298351,"ton/yr"
"1156","rwc","PM25",2.56748,"ton/yr"
"1156","rwc","NOx",0.200334,"ton/yr"
"1156","rwc","SOx",0.0308068,"ton/yr"
"1156","rwc","VOC",1.08569,"ton/yr"
"1156","rwc","NH3",0.0764636,"ton/yr"
"1157","afdust","PM25",1.9062,"ton/yr"
"1157","nonpt","PM25",1.17314,"ton/yr"
"1157","nonpt","NOx",4.26307,"ton/yr"
"1157","nonpt","SOx",0.0543597,"ton/yr"
"1157","nonpt","VOC",20.8513,"ton/yr"
"1157","nonpt","NH3",2.18397,"ton/yr"
"1157","np_oilgas","VOC",0.0873658,"ton/yr"
"1157","onroad","PM25",0.458323,"ton/yr"
"1157","onroad","NOx",11.8601,"ton/yr"
"1157","onroad","SOx",0.0508007,"ton/yr"
"1157","onroad","VOC",3.65842,"ton/yr"
"1157","onroad","NH3",0.362839,"ton/yr"
"1157","rwc","PM25",0.516397,"ton/yr"
"1157","rwc","NOx",0.040293,"ton/yr"
"1157","rwc","SOx",0.00619616,"ton/yr"
"1157","rwc","VOC",0.218365,"ton/yr"
"1157","rwc","NH3",0.0153791,"ton/yr"
"1158","afdust","PM25",4.98572,"ton/yr"
"1158","ag","NH3",6.92026,"ton/yr"
"1158","agfire","PM25",0.0723733,"ton/yr"
"1158","agfire","NOx",0.0548943,"ton/yr"
"1158","agfire","SOx",0.00131962,"ton/yr"
"1158","agfire","VOC",0.0605176,"ton/yr"
"1158","agfire","NH3",0.00828531,"ton/yr"
"1158","nonpt","PM25",7.22267,"ton/yr"
"1158","nonpt","NOx",6.57566,"ton/yr"
"1158","nonpt","SOx",0.535184,"ton/yr"
"1158","nonpt","VOC",63.1819,"ton/yr"
"1158","nonpt","NH3",4.94762,"ton/yr"
"1158","np_oilgas","VOC",0.299087,"ton/yr"
"1158","onroad","PM25",4.81166,"ton/yr"
"1158","onroad","NOx",124.241,"ton/yr"
"1158","onroad","SOx",0.651008,"ton/yr"
"1158","onroad","VOC",59.2732,"ton/yr"
"1158","onroad","NH3",5.16215,"ton/yr"
"1158","rail","PM25",0.143485,"ton/yr"
"1158","rail","NOx",4.11237,"ton/yr"
"1158","rail","SOx",0.00260882,"ton/yr"
"1158","rail","VOC",0.41366,"ton/yr"
"1158","rail","NH3",0.000800124,"ton/yr"
"1158","rwc","PM25",4.65412,"ton/yr"
"1158","rwc","NOx",0.396301,"ton/yr"
"1158","rwc","SOx",0.0638554,"ton/yr"
"1158","rwc","VOC",2.35167,"ton/yr"
"1158","rwc","NH3",0.0667545,"ton/yr"
"1159","afdust","PM25",4.50677,"ton/yr"
"1159","ag","NH3",91.8563,"ton/yr"
"1159","agfire","PM25",0.960649,"ton/yr"
"1159","agfire","NOx",0.728641,"ton/yr"
"1159","agfire","SOx",0.017516,"ton/yr"
"1159","agfire","VOC",0.803283,"ton/yr"
"1159","agfire","NH3",0.109975,"ton/yr"
"1159","nonpt","PM25",4.55915,"ton/yr"
"1159","nonpt","NOx",5.05182,"ton/yr"
"1159","nonpt","SOx",0.365262,"ton/yr"
"1159","nonpt","VOC",69.8411,"ton/yr"
"1159","nonpt","NH3",3.46033,"ton/yr"
"1159","np_oilgas","VOC",0.110012,"ton/yr"
"1159","onroad","PM25",5.12049,"ton/yr"
"1159","onroad","NOx",112.024,"ton/yr"
"1159","onroad","SOx",0.845467,"ton/yr"
"1159","onroad","VOC",82.2678,"ton/yr"
"1159","onroad","NH3",7.41615,"ton/yr"
"1159","rail","PM25",0.00952219,"ton/yr"
"1159","rail","NOx",0.272912,"ton/yr"
"1159","rail","SOx",0.000173131,"ton/yr"
"1159","rail","VOC",0.0274519,"ton/yr"
"1159","rail","NH3",0.000053099,"ton/yr"
"1159","rwc","PM25",3.71463,"ton/yr"
"1159","rwc","NOx",0.316303,"ton/yr"
"1159","rwc","SOx",0.0509654,"ton/yr"
"1159","rwc","VOC",1.87695,"ton/yr"
"1159","rwc","NH3",0.0532793,"ton/yr"
"1160","afdust","PM25",1.23664,"ton/yr"
"1160","ag","NH3",19.8536,"ton/yr"
"1160","agfire","PM25",0.207633,"ton/yr"
"1160","agfire","NOx",0.157487,"ton/yr"
"1160","agfire","SOx",0.00378587,"ton/yr"
"1160","agfire","VOC",0.17362,"ton/yr"
"1160","agfire","NH3",0.0237698,"ton/yr"
"1160","nonpt","PM25",2.0312,"ton/yr"
"1160","nonpt","NOx",2.38666,"ton/yr"
"1160","nonpt","SOx",0.168016,"ton/yr"
"1160","nonpt","VOC",23.3391,"ton/yr"
"1160","nonpt","NH3",1.56621,"ton/yr"
"1160","np_oilgas","VOC",0.0576913,"ton/yr"
"1160","onroad","PM25",0.651509,"ton/yr"
"1160","onroad","NOx",17.3835,"ton/yr"
"1160","onroad","SOx",0.0836448,"ton/yr"
"1160","onroad","VOC",7.46783,"ton/yr"
"1160","onroad","NH3",0.643048,"ton/yr"
"1160","rwc","PM25",2.05771,"ton/yr"
"1160","rwc","NOx",0.175215,"ton/yr"
"1160","rwc","SOx",0.0282321,"ton/yr"
"1160","rwc","VOC",1.03973,"ton/yr"
"1160","rwc","NH3",0.0295139,"ton/yr"
"1161","afdust","PM25",0.536156,"ton/yr"
"1161","ag","NH3",16.6123,"ton/yr"
"1161","agfire","PM25",0.173734,"ton/yr"
"1161","agfire","NOx",0.131775,"ton/yr"
"1161","agfire","SOx",0.00316778,"ton/yr"
"1161","agfire","VOC",0.145274,"ton/yr"
"1161","agfire","NH3",0.0198891,"ton/yr"
"1161","nonpt","PM25",0.0321735,"ton/yr"
"1161","nonpt","NOx",0.297111,"ton/yr"
"1161","nonpt","SOx",0.0256305,"ton/yr"
"1161","nonpt","VOC",4.10398,"ton/yr"
"1161","nonpt","NH3",0.136764,"ton/yr"
"1161","np_oilgas","VOC",0.00345233,"ton/yr"
"1161","onroad","PM25",0.0321945,"ton/yr"
"1161","onroad","NOx",1.18427,"ton/yr"
"1161","onroad","SOx",0.00426359,"ton/yr"
"1161","onroad","VOC",0.305007,"ton/yr"
"1161","onroad","NH3",0.0255912,"ton/yr"
"1162","afdust","PM25",0.435031,"ton/yr"
"1162","nonpt","PM25",0.208008,"ton/yr"
"1162","nonpt","NOx",0.515619,"ton/yr"
"1162","nonpt","SOx",0.0058367,"ton/yr"
"1162","nonpt","VOC",4.85348,"ton/yr"
"1162","nonpt","NH3",0.176037,"ton/yr"
"1162","np_oilgas","NOx",0.0000000128696,"ton/yr"
"1162","np_oilgas","SOx",0.000000253593,"ton/yr"
"1162","np_oilgas","VOC",0.00404827,"ton/yr"
"1162","onroad","PM25",0.408188,"ton/yr"
"1162","onroad","NOx",6.64969,"ton/yr"
"1162","onroad","SOx",0.0658217,"ton/yr"
"1162","onroad","VOC",4.58314,"ton/yr"
"1162","onroad","NH3",0.519036,"ton/yr"
"1162","rwc","PM25",0.379109,"ton/yr"
"1162","rwc","NOx",0.0295803,"ton/yr"
"1162","rwc","SOx",0.00455142,"ton/yr"
"1162","rwc","VOC",0.160311,"ton/yr"
"1162","rwc","NH3",0.00921163,"ton/yr"
"1163","afdust","PM25",0.433618,"ton/yr"
"1163","nonpt","PM25",0.663252,"ton/yr"
"1163","nonpt","NOx",1.37175,"ton/yr"
"1163","nonpt","SOx",0.0226077,"ton/yr"
"1163","nonpt","VOC",5.56662,"ton/yr"
"1163","nonpt","NH3",0.332762,"ton/yr"
"1163","np_oilgas","NOx",0.0000000170112,"ton/yr"
"1163","np_oilgas","SOx",0.000000335203,"ton/yr"
"1163","np_oilgas","VOC",0.00535107,"ton/yr"
"1163","onroad","PM25",0.178409,"ton/yr"
"1163","onroad","NOx",4.00297,"ton/yr"
"1163","onroad","SOx",0.0208577,"ton/yr"
"1163","onroad","VOC",1.32617,"ton/yr"
"1163","onroad","NH3",0.139242,"ton/yr"
"1163","rwc","PM25",1.21105,"ton/yr"
"1163","rwc","NOx",0.0944928,"ton/yr"
"1163","rwc","SOx",0.0145393,"ton/yr"
"1163","rwc","VOC",0.512107,"ton/yr"
"1163","rwc","NH3",0.0294261,"ton/yr"
"1164","afdust","PM25",0.518158,"ton/yr"
"1164","nonpt","PM25",0.638058,"ton/yr"
"1164","nonpt","NOx",1.35068,"ton/yr"
"1164","nonpt","SOx",0.0167053,"ton/yr"
"1164","nonpt","VOC",6.1341,"ton/yr"
"1164","nonpt","NH3",0.393013,"ton/yr"
"1164","np_oilgas","NOx",0.0000000200142,"ton/yr"
"1164","np_oilgas","SOx",0.000000394373,"ton/yr"
"1164","np_oilgas","VOC",0.00629564,"ton/yr"
"1164","onroad","PM25",0.34443,"ton/yr"
"1164","onroad","NOx",7.68192,"ton/yr"
"1164","onroad","SOx",0.0401804,"ton/yr"
"1164","onroad","VOC",2.56202,"ton/yr"
"1164","onroad","NH3",0.269027,"ton/yr"
"1164","rwc","PM25",1.11811,"ton/yr"
"1164","rwc","NOx",0.0872409,"ton/yr"
"1164","rwc","SOx",0.0134235,"ton/yr"
"1164","rwc","VOC",0.472805,"ton/yr"
"1164","rwc","NH3",0.0271678,"ton/yr"
"1165","afdust","PM25",0.601199,"ton/yr"
"1165","nonpt","PM25",1.06884,"ton/yr"
"1165","nonpt","NOx",2.36769,"ton/yr"
"1165","nonpt","SOx",0.0340032,"ton/yr"
"1165","nonpt","VOC",10.5516,"ton/yr"
"1165","nonpt","NH3",0.66204,"ton/yr"
"1165","np_oilgas","NOx",0.0000000796805,"ton/yr"
"1165","np_oilgas","SOx",0.00000157008,"ton/yr"
"1165","np_oilgas","VOC",0.0250642,"ton/yr"
"1165","onroad","PM25",0.185763,"ton/yr"
"1165","onroad","NOx",4.2424,"ton/yr"
"1165","onroad","SOx",0.0218576,"ton/yr"
"1165","onroad","VOC",1.37797,"ton/yr"
"1165","onroad","NH3",0.144641,"ton/yr"
"1165","rwc","PM25",0.671767,"ton/yr"
"1165","rwc","NOx",0.0524151,"ton/yr"
"1165","rwc","SOx",0.00806494,"ton/yr"
"1165","rwc","VOC",0.284065,"ton/yr"
"1165","rwc","NH3",0.0163226,"ton/yr"
"1166","afdust","PM25",0.637709,"ton/yr"
"1166","nonpt","PM25",0.97557,"ton/yr"
"1166","nonpt","NOx",2.10058,"ton/yr"
"1166","nonpt","SOx",0.0289887,"ton/yr"
"1166","nonpt","VOC",10.2464,"ton/yr"
"1166","nonpt","NH3",0.587509,"ton/yr"
"1166","np_oilgas","NOx",0.0000000861179,"ton/yr"
"1166","np_oilgas","SOx",0.00000169692,"ton/yr"
"1166","np_oilgas","VOC",0.0270891,"ton/yr"
"1166","onroad","PM25",0.396411,"ton/yr"
"1166","onroad","NOx",8.88947,"ton/yr"
"1166","onroad","SOx",0.0463352,"ton/yr"
"1166","onroad","VOC",2.94683,"ton/yr"
"1166","onroad","NH3",0.309408,"ton/yr"
"1166","rwc","PM25",0.343857,"ton/yr"
"1166","rwc","NOx",0.0268297,"ton/yr"
"1166","rwc","SOx",0.00412819,"ton/yr"
"1166","rwc","VOC",0.145404,"ton/yr"
"1166","rwc","NH3",0.00835506,"ton/yr"
"1167","afdust","PM25",0.642486,"ton/yr"
"1167","nonpt","PM25",1.19759,"ton/yr"
"1167","nonpt","NOx",2.8147,"ton/yr"
"1167","nonpt","SOx",0.0364136,"ton/yr"
"1167","nonpt","VOC",13.8618,"ton/yr"
"1167","nonpt","NH3",0.864117,"ton/yr"
"1167","np_oilgas","NOx",0.0000000600134,"ton/yr"
"1167","np_oilgas","SOx",0.00000118254,"ton/yr"
"1167","np_oilgas","VOC",0.0188777,"ton/yr"
"1167","onroad","PM25",0.424869,"ton/yr"
"1167","onroad","NOx",9.51799,"ton/yr"
"1167","onroad","SOx",0.0496434,"ton/yr"
"1167","onroad","VOC",3.15875,"ton/yr"
"1167","onroad","NH3",0.331665,"ton/yr"
"1167","rail","PM25",0.0226405,"ton/yr"
"1167","rail","NOx",1.17622,"ton/yr"
"1167","rail","SOx",0.00109471,"ton/yr"
"1167","rail","VOC",0.146454,"ton/yr"
"1167","rail","NH3",0.0000290396,"ton/yr"
"1167","rwc","PM25",0.0215423,"ton/yr"
"1167","rwc","NOx",0.00168085,"ton/yr"
"1167","rwc","SOx",0.000258627,"ton/yr"
"1167","rwc","VOC",0.00910944,"ton/yr"
"1167","rwc","NH3",0.000523436,"ton/yr"
"1168","afdust","PM25",0.783397,"ton/yr"
"1168","nonpt","PM25",1.27315,"ton/yr"
"1168","nonpt","NOx",2.67718,"ton/yr"
"1168","nonpt","SOx",0.198148,"ton/yr"
"1168","nonpt","VOC",13.5852,"ton/yr"
"1168","nonpt","NH3",0.734672,"ton/yr"
"1168","np_oilgas","NOx",0.0000000989249,"ton/yr"
"1168","np_oilgas","SOx",0.00000194928,"ton/yr"
"1168","np_oilgas","VOC",0.0311176,"ton/yr"
"1168","onroad","PM25",0.559846,"ton/yr"
"1168","onroad","NOx",12.5333,"ton/yr"
"1168","onroad","SOx",0.0653986,"ton/yr"
"1168","onroad","VOC",4.16258,"ton/yr"
"1168","onroad","NH3",0.43707,"ton/yr"
"1168","rail","PM25",0.0812284,"ton/yr"
"1168","rail","NOx",4.21997,"ton/yr"
"1168","rail","SOx",0.00392753,"ton/yr"
"1168","rail","VOC",0.525441,"ton/yr"
"1168","rail","NH3",0.000104187,"ton/yr"
"1169","afdust","PM25",1.0037,"ton/yr"
"1169","nonpt","PM25",1.3551,"ton/yr"
"1169","nonpt","NOx",2.53851,"ton/yr"
"1169","nonpt","SOx",0.278155,"ton/yr"
"1169","nonpt","VOC",16.8484,"ton/yr"
"1169","nonpt","NH3",0.600656,"ton/yr"
"1169","np_oilgas","NOx",0.000000198427,"ton/yr"
"1169","np_oilgas","SOx",0.00000390993,"ton/yr"
"1169","np_oilgas","VOC",0.0624168,"ton/yr"
"1169","onroad","PM25",1.76947,"ton/yr"
"1169","onroad","NOx",28.0607,"ton/yr"
"1169","onroad","SOx",0.288089,"ton/yr"
"1169","onroad","VOC",20.1641,"ton/yr"
"1169","onroad","NH3",2.28824,"ton/yr"
"1169","rail","PM25",0.248453,"ton/yr"
"1169","rail","NOx",12.9076,"ton/yr"
"1169","rail","SOx",0.0120131,"ton/yr"
"1169","rail","VOC",1.60717,"ton/yr"
"1169","rail","NH3",0.000318677,"ton/yr"
"1170","afdust","PM25",0.51964,"ton/yr"
"1170","nonpt","PM25",1.25793,"ton/yr"
"1170","nonpt","NOx",1.78659,"ton/yr"
"1170","nonpt","SOx",0.0439818,"ton/yr"
"1170","nonpt","VOC",10.8676,"ton/yr"
"1170","nonpt","NH3",0.27373,"ton/yr"
"1170","np_oilgas","NOx",0.000000668841,"ton/yr"
"1170","np_oilgas","SOx",0.0000131792,"ton/yr"
"1170","np_oilgas","VOC",0.210389,"ton/yr"
"1170","onroad","PM25",0.364079,"ton/yr"
"1170","onroad","NOx",8.1164,"ton/yr"
"1170","onroad","SOx",0.0424656,"ton/yr"
"1170","onroad","VOC",2.70833,"ton/yr"
"1170","onroad","NH3",0.284392,"ton/yr"
"1170","rail","PM25",0.142859,"ton/yr"
"1170","rail","NOx",7.4218,"ton/yr"
"1170","rail","SOx",0.00690746,"ton/yr"
"1170","rail","VOC",0.92411,"ton/yr"
"1170","rail","NH3",0.000183237,"ton/yr"
"1171","afdust","PM25",0.45674,"ton/yr"
"1171","nonpt","PM25",1.2743,"ton/yr"
"1171","nonpt","NOx",1.92643,"ton/yr"
"1171","nonpt","SOx",0.0279513,"ton/yr"
