"US_ISRM_id","pol_abbr","ems_qty","ems_unit"
"1312","VOC",12.6197,"ton/yr"
"1312","NH3",1.15864,"ton/yr"
"1316","PM25",0.183446,"ton/yr"
"1316","NOx",4.51414,"ton/yr"
"1316","SOx",0.00239856,"ton/yr"
"1316","VOC",0.323509,"ton/yr"
"1316","NH3",0.000121035,"ton/yr"
"1317","PM25",0.393666,"ton/yr"
"1317","NOx",3.05706,"ton/yr"
"1317","SOx",0.0183115,"ton/yr"
"1317","VOC",13.527,"ton/yr"
"1317","NH3",12.744,"ton/yr"
"1318","PM25",0.158982,"ton/yr"
"1318","NOx",0.29246,"ton/yr"
"1318","SOx",0.0317023,"ton/yr"
"1318","VOC",6.04477,"ton/yr"
"1318","NH3",5.27487,"ton/yr"
"1319","PM25",3.09659,"ton/yr"
"1319","NOx",17.5667,"ton/yr"
"1319","SOx",0.320852,"ton/yr"
"1319","VOC",30.7899,"ton/yr"
"1319","NH3",12.5149,"ton/yr"
"1320","PM25",8.42915,"ton/yr"
"1320","NOx",31.6569,"ton/yr"
"1320","SOx",0.566325,"ton/yr"
"1320","VOC",55.805,"ton/yr"
"1320","NH3",24.5023,"ton/yr"
"1321","PM25",23.4514,"ton/yr"
"1321","NOx",106.841,"ton/yr"
"1321","SOx",1.1256,"ton/yr"
"1321","VOC",157.157,"ton/yr"
"1321","NH3",10.8378,"ton/yr"
"1322","PM25",10.31,"ton/yr"
"1322","NOx",36.354,"ton/yr"
"1322","SOx",0.326585,"ton/yr"
"1322","VOC",60.2767,"ton/yr"
"1322","NH3",1.36422,"ton/yr"
"1323","PM25",4.14399,"ton/yr"
"1323","NOx",124.318,"ton/yr"
"1323","SOx",0.879992,"ton/yr"
"1323","VOC",8.3549,"ton/yr"
"1323","NH3",0.0460526,"ton/yr"
"1324","PM25",8.98158,"ton/yr"
"1324","NOx",57.1072,"ton/yr"
"1324","SOx",0.297626,"ton/yr"
"1324","VOC",32.7952,"ton/yr"
"1324","NH3",3.11438,"ton/yr"
"1325","PM25",7.76867,"ton/yr"
"1325","NOx",46.4661,"ton/yr"
"1325","SOx",0.261403,"ton/yr"
"1325","VOC",32.8166,"ton/yr"
"1325","NH3",2.9665,"ton/yr"
"1326","PM25",6.31801,"ton/yr"
"1326","NOx",16.6792,"ton/yr"
"1326","SOx",0.143959,"ton/yr"
"1326","VOC",36.0701,"ton/yr"
"1326","NH3",8.67172,"ton/yr"
"1327","PM25",10.4328,"ton/yr"
"1327","NOx",54.0424,"ton/yr"
"1327","SOx",0.710249,"ton/yr"
"1327","VOC",133.906,"ton/yr"
"1327","NH3",352.736,"ton/yr"
"1328","PM25",0.3115,"ton/yr"
"1328","NOx",2.32891,"ton/yr"
"1328","SOx",0.0163122,"ton/yr"
"1328","VOC",2.99918,"ton/yr"
"1328","NH3",5.61028,"ton/yr"
"1329","PM25",0.154377,"ton/yr"
"1329","NOx",0.578047,"ton/yr"
"1329","SOx",0.0436279,"ton/yr"
"1329","VOC",3.03359,"ton/yr"
"1329","NH3",8.57054,"ton/yr"
"1330","PM25",25.2146,"ton/yr"
"1330","NOx",105.714,"ton/yr"
"1330","SOx",0.82706,"ton/yr"
"1330","VOC",84.405,"ton/yr"
"1330","NH3",6.91316,"ton/yr"
"1331","PM25",37.4304,"ton/yr"
"1331","NOx",273.808,"ton/yr"
"1331","SOx",1.69852,"ton/yr"
"1331","VOC",174.886,"ton/yr"
"1331","NH3",14.8316,"ton/yr"
"1332","PM25",1.44508,"ton/yr"
"1332","NOx",2.50008,"ton/yr"
"1332","SOx",0.0279274,"ton/yr"
"1332","VOC",5.78071,"ton/yr"
"1332","NH3",0.341836,"ton/yr"
"1333","PM25",1.68438,"ton/yr"
"1333","NOx",5.68396,"ton/yr"
"1333","SOx",0.0446266,"ton/yr"
"1333","VOC",6.51771,"ton/yr"
"1333","NH3",0.404801,"ton/yr"
"1334","PM25",1.17623,"ton/yr"
"1334","NOx",3.0548,"ton/yr"
"1334","SOx",0.0262385,"ton/yr"
"1334","VOC",5.28192,"ton/yr"
"1334","NH3",0.306557,"ton/yr"
"1335","PM25",3.39568,"ton/yr"
"1335","NOx",14.6055,"ton/yr"
"1335","SOx",0.224973,"ton/yr"
"1335","VOC",12.7522,"ton/yr"
"1335","NH3",1.03965,"ton/yr"
"1336","PM25",3.41682,"ton/yr"
"1336","NOx",22.4035,"ton/yr"
"1336","SOx",0.146991,"ton/yr"
"1336","VOC",19.7891,"ton/yr"
"1336","NH3",1.52523,"ton/yr"
"1337","PM25",1.69312,"ton/yr"
"1337","NOx",13.0381,"ton/yr"
"1337","SOx",0.161274,"ton/yr"
"1337","VOC",16.0679,"ton/yr"
"1337","NH3",1.32476,"ton/yr"
"1338","PM25",1.76579,"ton/yr"
"1338","NOx",14.7486,"ton/yr"
"1338","SOx",0.18598,"ton/yr"
"1338","VOC",17.7566,"ton/yr"
"1338","NH3",1.40745,"ton/yr"
"1339","PM25",4.15998,"ton/yr"
"1339","NOx",32.5958,"ton/yr"
"1339","SOx",0.556159,"ton/yr"
"1339","VOC",53.2106,"ton/yr"
"1339","NH3",3.10042,"ton/yr"
"1340","PM25",5.92955,"ton/yr"
"1340","NOx",53.8663,"ton/yr"
"1340","SOx",0.669951,"ton/yr"
"1340","VOC",68.2502,"ton/yr"
"1340","NH3",3.92253,"ton/yr"
"1341","PM25",4.92144,"ton/yr"
"1341","NOx",32.4017,"ton/yr"
"1341","SOx",0.290964,"ton/yr"
"1341","VOC",56.9247,"ton/yr"
"1341","NH3",3.28848,"ton/yr"
"1342","PM25",7.35581,"ton/yr"
"1342","NOx",67.3912,"ton/yr"
"1342","SOx",0.60593,"ton/yr"
"1342","VOC",81.8136,"ton/yr"
"1342","NH3",5.36725,"ton/yr"
"1343","PM25",5.72634,"ton/yr"
"1343","NOx",41.1866,"ton/yr"
"1343","SOx",0.400811,"ton/yr"
"1343","VOC",63.3957,"ton/yr"
"1343","NH3",4.33765,"ton/yr"
"1344","PM25",4.23012,"ton/yr"
"1344","NOx",19.176,"ton/yr"
"1344","SOx",0.148293,"ton/yr"
"1344","VOC",41.608,"ton/yr"
"1344","NH3",2.79725,"ton/yr"
"1345","PM25",4.4828,"ton/yr"
"1345","NOx",23.9252,"ton/yr"
"1345","SOx",0.168809,"ton/yr"
"1345","VOC",42.5288,"ton/yr"
"1345","NH3",1.91172,"ton/yr"
"1346","PM25",6.28128,"ton/yr"
"1346","NOx",45.3922,"ton/yr"
"1346","SOx",0.355382,"ton/yr"
"1346","VOC",58.4898,"ton/yr"
"1346","NH3",3.27921,"ton/yr"
"1347","PM25",5.42716,"ton/yr"
"1347","NOx",28.5029,"ton/yr"
"1347","SOx",0.860512,"ton/yr"
"1347","VOC",47.6464,"ton/yr"
"1347","NH3",3.10118,"ton/yr"
"1348","PM25",5.48159,"ton/yr"
"1348","NOx",27.9931,"ton/yr"
"1348","SOx",1.47672,"ton/yr"
"1348","VOC",46.8306,"ton/yr"
"1348","NH3",4.38785,"ton/yr"
"1349","PM25",5.30663,"ton/yr"
"1349","NOx",32.721,"ton/yr"
"1349","SOx",1.22929,"ton/yr"
"1349","VOC",45.3531,"ton/yr"
"1349","NH3",4.3393,"ton/yr"
"1350","PM25",2.11125,"ton/yr"
"1350","NOx",21.7605,"ton/yr"
"1350","SOx",0.417572,"ton/yr"
"1350","VOC",16.1048,"ton/yr"
"1350","NH3",0.925794,"ton/yr"
"1351","PM25",0.844222,"ton/yr"
"1351","NOx",25.3257,"ton/yr"
"1351","SOx",0.179485,"ton/yr"
"1351","VOC",1.7033,"ton/yr"
"1351","NH3",0.00935063,"ton/yr"
"1352","PM25",0.449846,"ton/yr"
"1352","NOx",8.63569,"ton/yr"
"1352","SOx",0.0349809,"ton/yr"
"1352","VOC",0.852229,"ton/yr"
"1352","NH3",0.0028978,"ton/yr"
"1353","PM25",1.13928,"ton/yr"
"1353","NOx",7.36933,"ton/yr"
"1353","SOx",0.0262582,"ton/yr"
"1353","VOC",6.45275,"ton/yr"
"1353","NH3",0.168047,"ton/yr"
"1354","PM25",1.64464,"ton/yr"
"1354","NOx",15.158,"ton/yr"
"1354","SOx",0.142233,"ton/yr"
"1354","VOC",10.7087,"ton/yr"
"1354","NH3",0.609953,"ton/yr"
"1355","PM25",2.57215,"ton/yr"
"1355","NOx",22.393,"ton/yr"
"1355","SOx",0.278134,"ton/yr"
"1355","VOC",27.4249,"ton/yr"
"1355","NH3",2.27898,"ton/yr"
"1356","PM25",0.0735647,"ton/yr"
"1356","NOx",2.20363,"ton/yr"
"1356","SOx",0.0152551,"ton/yr"
"1356","VOC",0.152621,"ton/yr"
"1356","NH3",0.00159654,"ton/yr"
"1357","PM25",0.740955,"ton/yr"
"1357","NOx",9.66456,"ton/yr"
"1357","SOx",0.0915184,"ton/yr"
"1357","VOC",7.71043,"ton/yr"
"1357","NH3",0.691897,"ton/yr"
"1358","PM25",2.84244,"ton/yr"
"1358","NOx",14.7111,"ton/yr"
"1358","SOx",0.0837757,"ton/yr"
"1358","VOC",10.5527,"ton/yr"
"1358","NH3",0.826344,"ton/yr"
"1359","PM25",1.97813,"ton/yr"
"1359","NOx",2.21674,"ton/yr"
"1359","SOx",0.0279007,"ton/yr"
"1359","VOC",8.11518,"ton/yr"
"1359","NH3",0.750384,"ton/yr"
"1360","PM25",0.181736,"ton/yr"
"1360","NOx",0.967248,"ton/yr"
"1360","SOx",0.0108924,"ton/yr"
"1360","VOC",1.33029,"ton/yr"
"1360","NH3",4.90403,"ton/yr"
"1361","PM25",2.6985,"ton/yr"
"1361","NOx",13.4301,"ton/yr"
"1361","SOx",0.189791,"ton/yr"
"1361","VOC",17.6517,"ton/yr"
"1361","NH3",16.3441,"ton/yr"
"1362","PM25",4.12813,"ton/yr"
"1362","NOx",8.68521,"ton/yr"
"1362","SOx",0.151727,"ton/yr"
"1362","VOC",16.6938,"ton/yr"
"1362","NH3",18.2094,"ton/yr"
"1363","PM25",1.8555,"ton/yr"
"1363","NOx",0.934521,"ton/yr"
"1363","SOx",0.0562464,"ton/yr"
"1363","VOC",5.3991,"ton/yr"
"1363","NH3",4.40825,"ton/yr"
"1364","PM25",3.52521,"ton/yr"
"1364","NOx",13.9752,"ton/yr"
"1364","SOx",0.208332,"ton/yr"
"1364","VOC",14.9883,"ton/yr"
"1364","NH3",1.3387,"ton/yr"
"1365","PM25",2.92477,"ton/yr"
"1365","NOx",16.7398,"ton/yr"
"1365","SOx",0.113519,"ton/yr"
"1365","VOC",14.8255,"ton/yr"
"1365","NH3",1.21427,"ton/yr"
"1366","PM25",2.3771,"ton/yr"
"1366","NOx",17.7468,"ton/yr"
"1366","SOx",0.107632,"ton/yr"
"1366","VOC",17.1736,"ton/yr"
"1366","NH3",1.36004,"ton/yr"
"1367","PM25",2.80525,"ton/yr"
"1367","NOx",19.2686,"ton/yr"
"1367","SOx",0.607636,"ton/yr"
"1367","VOC",20.3741,"ton/yr"
"1367","NH3",1.4234,"ton/yr"
"1368","PM25",3.74427,"ton/yr"
"1368","NOx",23.4388,"ton/yr"
"1368","SOx",0.273348,"ton/yr"
"1368","VOC",30.2639,"ton/yr"
"1368","NH3",2.55523,"ton/yr"
"1369","PM25",0.466152,"ton/yr"
"1369","NOx",3.64206,"ton/yr"
"1369","SOx",0.0216739,"ton/yr"
"1369","VOC",2.39596,"ton/yr"
"1369","NH3",0.108753,"ton/yr"
"1370","PM25",1.94822,"ton/yr"
"1370","NOx",38.6562,"ton/yr"
"1370","SOx",0.239589,"ton/yr"
"1370","VOC",5.53014,"ton/yr"
"1370","NH3",0.0624336,"ton/yr"
"1371","PM25",3.07474,"ton/yr"
"1371","NOx",24.7613,"ton/yr"
"1371","SOx",0.160977,"ton/yr"
"1371","VOC",20.0381,"ton/yr"
"1371","NH3",0.303719,"ton/yr"
"1372","PM25",3.0352,"ton/yr"
"1372","NOx",8.5626,"ton/yr"
"1372","SOx",0.0504265,"ton/yr"
"1372","VOC",30.2392,"ton/yr"
"1372","NH3",0.737975,"ton/yr"
"1373","PM25",4.59168,"ton/yr"
"1373","NOx",42.2309,"ton/yr"
"1373","SOx",0.150231,"ton/yr"
"1373","VOC",40.4537,"ton/yr"
"1373","NH3",2.08882,"ton/yr"
"1374","PM25",4.91171,"ton/yr"
"1374","NOx",50.9004,"ton/yr"
"1374","SOx",0.197087,"ton/yr"
"1374","VOC",39.0548,"ton/yr"
"1374","NH3",1.65081,"ton/yr"
"1375","PM25",4.50286,"ton/yr"
"1375","NOx",43.8062,"ton/yr"
"1375","SOx",0.231937,"ton/yr"
"1375","VOC",39.03,"ton/yr"
"1375","NH3",1.591,"ton/yr"
"1376","PM25",4.0551,"ton/yr"
"1376","NOx",15.8168,"ton/yr"
"1376","SOx",0.234143,"ton/yr"
"1376","VOC",49.4041,"ton/yr"
"1376","NH3",3.1075,"ton/yr"
"1377","PM25",6.95893,"ton/yr"
"1377","NOx",71.0257,"ton/yr"
"1377","SOx",0.620981,"ton/yr"
"1377","VOC",89.7205,"ton/yr"
"1377","NH3",4.8167,"ton/yr"
"1378","PM25",5.79353,"ton/yr"
"1378","NOx",38.4099,"ton/yr"
"1378","SOx",0.62967,"ton/yr"
"1378","VOC",65.3769,"ton/yr"
"1378","NH3",3.39258,"ton/yr"
"1379","PM25",115.494,"ton/yr"
"1379","NOx",43.712,"ton/yr"
"1379","SOx",1.14883,"ton/yr"
"1379","VOC",61.7114,"ton/yr"
"1379","NH3",5.44721,"ton/yr"
"1380","PM25",6.14646,"ton/yr"
"1380","NOx",36.0793,"ton/yr"
"1380","SOx",2.34435,"ton/yr"
"1380","VOC",56.6869,"ton/yr"
"1380","NH3",5.73632,"ton/yr"
"1381","PM25",4.54735,"ton/yr"
"1381","NOx",24.0009,"ton/yr"
"1381","SOx",1.91007,"ton/yr"
"1381","VOC",41.2908,"ton/yr"
"1381","NH3",3.24009,"ton/yr"
"1382","PM25",3.11613,"ton/yr"
"1382","NOx",51.7445,"ton/yr"
"1382","SOx",0.279281,"ton/yr"
"1382","VOC",15.8292,"ton/yr"
"1382","NH3",0.371588,"ton/yr"
"1383","PM25",0.844222,"ton/yr"
"1383","NOx",25.3257,"ton/yr"
"1383","SOx",0.179485,"ton/yr"
"1383","VOC",1.7033,"ton/yr"
"1383","NH3",0.00935063,"ton/yr"
"1384","PM25",3.75571,"ton/yr"
"1384","NOx",24.4342,"ton/yr"
"1384","SOx",0.396778,"ton/yr"
"1384","VOC",26.0314,"ton/yr"
"1384","NH3",1.99396,"ton/yr"
"1385","PM25",3.01851,"ton/yr"
"1385","NOx",24.7026,"ton/yr"
"1385","SOx",0.121301,"ton/yr"
"1385","VOC",20.0438,"ton/yr"
"1385","NH3",1.30869,"ton/yr"
"1386","PM25",4.43551,"ton/yr"
"1386","NOx",36.3662,"ton/yr"
"1386","SOx",0.282433,"ton/yr"
"1386","VOC",34.5964,"ton/yr"
"1386","NH3",2.48641,"ton/yr"
"1387","PM25",3.6267,"ton/yr"
"1387","NOx",23.7214,"ton/yr"
"1387","SOx",0.313214,"ton/yr"
"1387","VOC",36.0157,"ton/yr"
"1387","NH3",2.86767,"ton/yr"
"1388","PM25",2.65359,"ton/yr"
"1388","NOx",7.65577,"ton/yr"
"1388","SOx",0.041693,"ton/yr"
"1388","VOC",21.8137,"ton/yr"
"1388","NH3",0.405478,"ton/yr"
"1389","PM25",4.2123,"ton/yr"
"1389","NOx",37.0061,"ton/yr"
"1389","SOx",0.237936,"ton/yr"
"1389","VOC",27.601,"ton/yr"
"1389","NH3",1.03543,"ton/yr"
"1390","PM25",5.8915,"ton/yr"
"1390","NOx",81.0582,"ton/yr"
"1390","SOx",0.501853,"ton/yr"
"1390","VOC",33.4706,"ton/yr"
"1390","NH3",0.827304,"ton/yr"
"1391","PM25",6.97839,"ton/yr"
"1391","NOx",117.054,"ton/yr"
"1391","SOx",0.707241,"ton/yr"
"1391","VOC",38.8855,"ton/yr"
"1391","NH3",1.19242,"ton/yr"
"1392","PM25",6.97986,"ton/yr"
"1392","NOx",119.833,"ton/yr"
"1392","SOx",0.465538,"ton/yr"
"1392","VOC",46.3185,"ton/yr"
"1392","NH3",1.89671,"ton/yr"
"1393","PM25",5.75066,"ton/yr"
"1393","NOx",97.6356,"ton/yr"
"1393","SOx",0.272826,"ton/yr"
"1393","VOC",43.4784,"ton/yr"
"1393","NH3",1.77116,"ton/yr"
"1394","PM25",7.2461,"ton/yr"
"1394","NOx",99.2279,"ton/yr"
"1394","SOx",0.481766,"ton/yr"
"1394","VOC",71.5487,"ton/yr"
"1394","NH3",3.72683,"ton/yr"
"1395","PM25",9.78601,"ton/yr"
"1395","NOx",50.2839,"ton/yr"
"1395","SOx",0.383791,"ton/yr"
"1395","VOC",63.7825,"ton/yr"
"1395","NH3",3.26749,"ton/yr"
"1396","PM25",6.42932,"ton/yr"
"1396","NOx",55.0821,"ton/yr"
"1396","SOx",0.568691,"ton/yr"
"1396","VOC",62.0333,"ton/yr"
"1396","NH3",3.465,"ton/yr"
"1397","PM25",5.30876,"ton/yr"
"1397","NOx",78.9966,"ton/yr"
"1397","SOx",0.497451,"ton/yr"
"1397","VOC",39.3848,"ton/yr"
"1397","NH3",2.29264,"ton/yr"
"1398","PM25",1.52323,"ton/yr"
"1398","NOx",10.5314,"ton/yr"
"1398","SOx",0.171505,"ton/yr"
"1398","VOC",15.4461,"ton/yr"
"1398","NH3",1.14706,"ton/yr"
"1399","PM25",5.92913,"ton/yr"
"1399","NOx",22.715,"ton/yr"
"1399","SOx",0.217311,"ton/yr"
"1399","VOC",34.5104,"ton/yr"
"1399","NH3",2.3454,"ton/yr"
"1400","PM25",8.44543,"ton/yr"
"1400","NOx",33.504,"ton/yr"
"1400","SOx",0.258244,"ton/yr"
"1400","VOC",45.0887,"ton/yr"
"1400","NH3",3.44668,"ton/yr"
"1401","PM25",10.1602,"ton/yr"
"1401","NOx",60.7929,"ton/yr"
"1401","SOx",0.397077,"ton/yr"
"1401","VOC",62.0733,"ton/yr"
"1401","NH3",4.3138,"ton/yr"
"1402","PM25",4.47053,"ton/yr"
"1402","NOx",129.899,"ton/yr"
"1402","SOx",0.883996,"ton/yr"
"1402","VOC",9.89337,"ton/yr"
"1402","NH3",0.0852894,"ton/yr"
"1403","PM25",4.22745,"ton/yr"
"1403","NOx",23.8123,"ton/yr"
"1403","SOx",0.344309,"ton/yr"
"1403","VOC",38.9327,"ton/yr"
"1403","NH3",3.09417,"ton/yr"
"1404","PM25",3.5122,"ton/yr"
"1404","NOx",20.5675,"ton/yr"
"1404","SOx",0.263757,"ton/yr"
"1404","VOC",32.6282,"ton/yr"
"1404","NH3",2.6299,"ton/yr"
"1405","PM25",3.94954,"ton/yr"
"1405","NOx",26.6624,"ton/yr"
"1405","SOx",0.332329,"ton/yr"
"1405","VOC",37.1152,"ton/yr"
"1405","NH3",2.92611,"ton/yr"
"1406","PM25",0.77823,"ton/yr"
"1406","NOx",3.15515,"ton/yr"
"1406","SOx",0.0214932,"ton/yr"
"1406","VOC",4.65816,"ton/yr"
"1406","NH3",0.258903,"ton/yr"
"1407","PM25",2.09185,"ton/yr"
"1407","NOx",7.04603,"ton/yr"
"1407","SOx",0.0474806,"ton/yr"
"1407","VOC",15.7002,"ton/yr"
"1407","NH3",0.163778,"ton/yr"
"1408","PM25",2.38021,"ton/yr"
"1408","NOx",64.4703,"ton/yr"
"1408","SOx",0.407714,"ton/yr"
"1408","VOC",6.65576,"ton/yr"
"1408","NH3",0.078893,"ton/yr"
"1409","PM25",3.4446,"ton/yr"
"1409","NOx",72.3275,"ton/yr"
"1409","SOx",0.456938,"ton/yr"
"1409","VOC",14.025,"ton/yr"
"1409","NH3",0.105546,"ton/yr"
"1410","PM25",1.73777,"ton/yr"
"1410","NOx",46.6303,"ton/yr"
"1410","SOx",0.304828,"ton/yr"
"1410","VOC",4.84662,"ton/yr"
"1410","NH3",0.0298222,"ton/yr"
"1411","PM25",2.81645,"ton/yr"
"1411","NOx",71.6464,"ton/yr"
"1411","SOx",0.457298,"ton/yr"
"1411","VOC",8.84827,"ton/yr"
"1411","NH3",0.0744975,"ton/yr"
"1412","PM25",3.67762,"ton/yr"
"1412","NOx",92.083,"ton/yr"
"1412","SOx",0.580306,"ton/yr"
"1412","VOC",12.9962,"ton/yr"
"1412","NH3",0.157842,"ton/yr"
"1413","PM25",4.81078,"ton/yr"
"1413","NOx",101.344,"ton/yr"
"1413","SOx",0.629994,"ton/yr"
"1413","VOC",23.248,"ton/yr"
"1413","NH3",0.71996,"ton/yr"
"1414","PM25",5.6065,"ton/yr"
"1414","NOx",87.5924,"ton/yr"
"1414","SOx",0.606653,"ton/yr"
"1414","VOC",45.0782,"ton/yr"
"1414","NH3",2.40366,"ton/yr"
"1415","PM25",3.88763,"ton/yr"
"1415","NOx",80.197,"ton/yr"
"1415","SOx",0.884611,"ton/yr"
"1415","VOC",19.225,"ton/yr"
"1415","NH3",0.604343,"ton/yr"
"1416","PM25",1.39701,"ton/yr"
"1416","NOx",39.557,"ton/yr"
"1416","SOx",0.264513,"ton/yr"
"1416","VOC",4.2006,"ton/yr"
"1416","NH3",0.0304181,"ton/yr"
"1421","PM25",1.10291,"ton/yr"
"1421","NOx",27.5717,"ton/yr"
"1421","SOx",0.0145708,"ton/yr"
"1421","VOC",1.91288,"ton/yr"
"1421","NH3",0.00121733,"ton/yr"
"1422","PM25",5.73147,"ton/yr"
"1422","NOx",15.7439,"ton/yr"
"1422","SOx",0.177958,"ton/yr"
"1422","VOC",27.3399,"ton/yr"
"1422","NH3",13.8182,"ton/yr"
"1423","PM25",2.13116,"ton/yr"
"1423","NOx",3.57675,"ton/yr"
"1423","SOx",0.0724385,"ton/yr"
"1423","VOC",15.8624,"ton/yr"
"1423","NH3",9.76456,"ton/yr"
"1424","PM25",0.367298,"ton/yr"
"1424","NOx",0.866927,"ton/yr"
"1424","SOx",0.0268064,"ton/yr"
"1424","VOC",2.82421,"ton/yr"
"1424","NH3",0.075482,"ton/yr"
"1425","PM25",20.5657,"ton/yr"
"1425","NOx",78.1894,"ton/yr"
"1425","SOx",0.654332,"ton/yr"
"1425","VOC",102.606,"ton/yr"
"1425","NH3",7.0856,"ton/yr"
"1426","PM25",3.36155,"ton/yr"
"1426","NOx",42.5526,"ton/yr"
"1426","SOx",0.233696,"ton/yr"
"1426","VOC",19.9576,"ton/yr"
"1426","NH3",1.40146,"ton/yr"
"1427","PM25",1.0206,"ton/yr"
"1427","NOx",26.3252,"ton/yr"
"1427","SOx",0.0356505,"ton/yr"
"1427","VOC",1.90929,"ton/yr"
"1427","NH3",0.00137103,"ton/yr"
"1428","PM25",1.0206,"ton/yr"
"1428","NOx",26.3252,"ton/yr"
"1428","SOx",0.0356505,"ton/yr"
"1428","VOC",1.90929,"ton/yr"
"1428","NH3",0.00137103,"ton/yr"
"1429","PM25",8.53989,"ton/yr"
"1429","NOx",191.331,"ton/yr"
"1429","SOx",1.28958,"ton/yr"
"1429","VOC",29.6299,"ton/yr"
"1429","NH3",0.217413,"ton/yr"
"1430","PM25",4.33884,"ton/yr"
"1430","NOx",126.356,"ton/yr"
"1430","SOx",0.895183,"ton/yr"
"1430","VOC",9.26335,"ton/yr"
"1430","NH3",0.1129,"ton/yr"
"1431","PM25",0.525065,"ton/yr"
"1431","NOx",16.0675,"ton/yr"
"1431","SOx",0.167689,"ton/yr"
"1431","VOC",1.29403,"ton/yr"
"1431","NH3",0.0421774,"ton/yr"
"1432","PM25",1.07836,"ton/yr"
"1432","NOx",39.2901,"ton/yr"
"1432","SOx",0.490529,"ton/yr"
"1432","VOC",2.47279,"ton/yr"
"1432","NH3",0.0381965,"ton/yr"
"1433","PM25",2.32016,"ton/yr"
"1433","NOx",41.896,"ton/yr"
"1433","SOx",0.936018,"ton/yr"
"1433","VOC",4.651,"ton/yr"
"1433","NH3",0.0783615,"ton/yr"
"1434","PM25",4.58307,"ton/yr"
"1434","NOx",18.8152,"ton/yr"
"1434","SOx",0.176553,"ton/yr"
"1434","VOC",20.8226,"ton/yr"
"1434","NH3",2.53675,"ton/yr"
"1435","PM25",0.575357,"ton/yr"
"1435","NOx",10.033,"ton/yr"
"1435","SOx",0.0669086,"ton/yr"
"1435","VOC",1.48954,"ton/yr"
"1435","NH3",0.116951,"ton/yr"
"1436","PM25",0.610834,"ton/yr"
"1436","NOx",7.70657,"ton/yr"
"1436","SOx",0.0561824,"ton/yr"
"1436","VOC",9.29897,"ton/yr"
"1436","NH3",61.9317,"ton/yr"
"1437","PM25",49.9987,"ton/yr"
"1437","NOx",400.317,"ton/yr"
"1437","SOx",3.13189,"ton/yr"
"1437","VOC",480.267,"ton/yr"
"1437","NH3",1317.66,"ton/yr"
"1438","PM25",0.433843,"ton/yr"
"1438","NOx",0.295758,"ton/yr"
"1438","SOx",0.0477672,"ton/yr"
"1438","VOC",6.43831,"ton/yr"
"1438","NH3",32.3435,"ton/yr"
"1439","PM25",2.14955,"ton/yr"
"1439","NOx",22.7105,"ton/yr"
"1439","SOx",0.165097,"ton/yr"
"1439","VOC",18.3672,"ton/yr"
"1439","NH3",52.2609,"ton/yr"
"1440","PM25",0.389221,"ton/yr"
"1440","NOx",0.182373,"ton/yr"
"1440","SOx",0.0767738,"ton/yr"
"1440","VOC",1.42419,"ton/yr"
"1440","NH3",3.63511,"ton/yr"
"1441","PM25",4.73836,"ton/yr"
"1441","NOx",3.55325,"ton/yr"
"1441","SOx",0.802163,"ton/yr"
"1441","VOC",27.3799,"ton/yr"
"1441","NH3",29.9775,"ton/yr"
"1442","PM25",0.261404,"ton/yr"
"1442","NOx",0.602932,"ton/yr"
"1442","SOx",0.105082,"ton/yr"
"1442","VOC",4.13479,"ton/yr"
"1442","NH3",12.7718,"ton/yr"
"1443","PM25",3.11693,"ton/yr"
"1443","NOx",11.042,"ton/yr"
"1443","SOx",0.141223,"ton/yr"
"1443","VOC",14.4709,"ton/yr"
"1443","NH3",4.48012,"ton/yr"
"1444","PM25",13.9574,"ton/yr"
"1444","NOx",46.4562,"ton/yr"
"1444","SOx",0.403691,"ton/yr"
"1444","VOC",40.8934,"ton/yr"
"1444","NH3",3.17679,"ton/yr"
"1445","PM25",11.0876,"ton/yr"
"1445","NOx",55.2667,"ton/yr"
"1445","SOx",0.398173,"ton/yr"
"1445","VOC",50.4299,"ton/yr"
"1445","NH3",18.0283,"ton/yr"
"1446","PM25",4.63713,"ton/yr"
"1446","NOx",18.2143,"ton/yr"
"1446","SOx",0.294874,"ton/yr"
"1446","VOC",39.2705,"ton/yr"
"1446","NH3",149.243,"ton/yr"
"1447","PM25",1.98709,"ton/yr"
"1447","NOx",8.42816,"ton/yr"
"1447","SOx",0.0617412,"ton/yr"
"1447","VOC",9.93614,"ton/yr"
"1447","NH3",0.673637,"ton/yr"
"1448","PM25",2.49456,"ton/yr"
"1448","NOx",5.58033,"ton/yr"
"1448","SOx",0.0859825,"ton/yr"
"1448","VOC",7.49711,"ton/yr"
"1448","NH3",0.590498,"ton/yr"
"1449","PM25",1.64353,"ton/yr"
"1449","NOx",8.05439,"ton/yr"
"1449","SOx",0.0585391,"ton/yr"
"1449","VOC",9.11595,"ton/yr"
"1449","NH3",0.767145,"ton/yr"
"1450","PM25",1.46749,"ton/yr"
"1450","NOx",6.03434,"ton/yr"
"1450","SOx",0.0418146,"ton/yr"
"1450","VOC",8.45962,"ton/yr"
"1450","NH3",0.573022,"ton/yr"
"1451","PM25",2.52378,"ton/yr"
"1451","NOx",12.6793,"ton/yr"
"1451","SOx",0.0772766,"ton/yr"
"1451","VOC",13.7239,"ton/yr"
"1451","NH3",1.0007,"ton/yr"
"1452","PM25",2.79036,"ton/yr"
"1452","NOx",15.2739,"ton/yr"
"1452","SOx",0.168406,"ton/yr"
