isrm,PrimaryPM25,NO3,NH4,SO4,SOA,TotalPM25,Total,White,Black,Native_American,Asian,Pacific_Islander,Other,Multiple,Hispanic,White non hispanic,geometry,Area,DeathsK,DeathsK_White,DeathsK_Asian,DeathsK_Black,DeathsK_Hispanic,Pop_density,DeathsK_per,DeathsK_area,TotalPM_area,Black_per,Asian_per,Hispanic_per
1203,2.856542769,0.968314389,0.884836077,0.022770817,0.571837847,5.304301898,13548,0.843076469,265,116,464,74,617,590,1730,9692,"POLYGON ((-122.6923314 38.44011014000001, -122.698774 38.45747651000001, -122.7209495 38.45242820999997, -122.714502 38.43506309, -122.6923314 38.44011014000001))",4.00000165,3.968558971,3.345798684,0.135917579,0.077625342,0.506761664,3386.998603,0.000292926,0.992139333,1.326074927,0.019560083,0.034248598,0.127694125
1204,2.303002311,0.806773478,0.796832439,0.022434652,0.476523657,4.405566537,6567,0.854271357,96,66,257,54,246,238,670,4940,"POLYGON ((-122.698774 38.45747651000001, -122.7052196 38.47484258000004, -122.7274001 38.46979304, -122.7209495 38.45242820999997, -122.698774 38.45747651000001))",3.999997285,1.593513223,1.361292703,0.06236225,0.023294848,0.162578629,1641.751114,0.000242655,0.398378576,1.101392382,0.014618547,0.039135069,0.102025278
1205,1.773817335,0.6249842,0.825478594,0.024087161,0.347848935,3.596216224,3969,0.843285462,46,13,322,2,80,159,262,3085,"POLYGON ((-122.7052196 38.47484258000004, -122.7116684 38.49220834999999, -122.7338539 38.48715755999999, -122.7274001 38.46979304, -122.7052196 38.47484258000004))",4.00000631,0.784306368,0.661394158,0.063629794,0.009089971,0.05177331,992.2484348,0.000197608,0.196076283,0.899052638,0.011589821,0.081128748,0.06601159
1206,1.219420523,0.427557867,0.825114181,0.023822333,0.24350431,2.739419215,2622,0.901220442,13,12,112,2,25,95,131,2232,"POLYGON ((-122.7116684 38.49220834999999, -122.7181204 38.50957381999999, -122.7403108 38.50452178, -122.7338539 38.48715755999999, -122.7116684 38.49220834999999))",4.000005921,0.393697445,0.354808186,0.016816977,0.001951971,0.019669857,655.4990297,0.000150152,0.098424216,0.68485379,0.004958047,0.042715484,0.049961861
1207,1.234489128,0.222332604,0.3475004,0.085783727,0.372649666,2.262755526,1768,0.691742081,6,1,446,11,3,78,73,1150,"POLYGON ((-122.3741665 37.57144919000001, -122.3773102 37.58013874, -122.3882745 37.57764655999996, -122.3851296 37.56895732000001, -122.3741665 37.57144919000001))",1.000001267,0.218971061,0.151471497,0.055238175,0.000743114,0.009041226,1767.99776,0.000123852,0.218970783,2.262752659,0.003393665,0.252262443,0.041289593
1208,1.234489128,0.222332604,0.3475004,0.085783727,0.372649666,2.262755526,1722,0.662601626,3,1,473,2,22,80,110,1031,"POLYGON ((-122.3773102 37.58013874, -122.3804546 37.58882824, -122.3914201 37.58633575, -122.3882745 37.57764655999996, -122.3773102 37.58013874))",0.999998854,0.21327385,0.1413156,0.05858219,0.000371557,0.013623765,1722.001973,0.000123852,0.213274094,2.262758119,0.00174216,0.274680604,0.06387921
1209,1.663198422,0.325329989,0.409747825,0.088969767,0.504687757,2.991933761,3762,0.430356194,64,5,1775,33,131,135,401,1218,"POLYGON ((-122.3804546 37.58882824, -122.3835998 37.59751768, -122.3945665 37.59502489, -122.3914201 37.58633575, -122.3804546 37.58882824))",0.999998171,0.617394237,0.265699434,0.291301109,0.010503251,0.065809434,3762.006879,0.000164113,0.617395366,2.991939233,0.017012228,0.471823498,0.106592238
1210,1.60154636,0.319056412,0.396881597,0.088939386,0.485634903,2.892058658,3370,0.505637982,37,1,1241,62,161,164,550,1154,"POLYGON ((-122.3835998 37.59751768, -122.3867457 37.60620707999998, -122.3977136 37.60371397000002, -122.3945665 37.59502489, -122.3835998 37.59751768))",0.999995753,0.534443835,0.270235102,0.196808546,0.005867781,0.087223771,3370.014312,0.000158589,0.534446104,2.89207094,0.010979228,0.368249258,0.163204748
1211,1.960468834,0.51267602,0.434233557,0.088016951,0.621313159,3.616708522,1927,0.500778412,36,9,664,37,113,103,371,594,"POLYGON ((-122.3867457 37.60620707999998, -122.3898924 37.61489642000003, -122.4008616 37.61240300000001, -122.3977136 37.60371397000002, -122.3867457 37.60620707999998))",1.000000791,0.382983523,0.19178988,0.131967337,0.007154856,0.073734762,1926.998477,0.000198746,0.38298322,3.616705663,0.018681889,0.344577063,0.192527244
1212,1.993922485,0.532081588,0.434718311,0.087933369,0.631810299,3.680466053,1150,0.448695652,44,10,164,82,264,70,560,-44,"POLYGON ((-122.3898924 37.61489642000003, -122.3930398 37.62358569999996, -122.4040102 37.62109198, -122.4008616 37.61240300000001, -122.3898924 37.61489642000003))",1.000000685,0.232630407,0.104380252,0.033175119,0.008900642,0.113280894,1149.999212,0.000202287,0.232630247,3.680463532,0.03826087,0.142608696,0.486956522
1213,2.458084414,0.788143533,0.482738101,0.08792923,0.773494661,4.59038994,1498,0.389853138,26,21,202,116,421,128,892,-308,"POLYGON ((-122.3930398 37.62358569999996, -122.3961881 37.63227493999997, -122.4071596 37.62978089999998, -122.4040102 37.62109198, -122.3930398 37.62358569999996))",0.999997673,0.37895109,0.147735271,0.051100214,0.006577255,0.225650449,1498.003486,0.000252971,0.378951972,4.590400623,0.017356475,0.134846462,0.595460614
1214,2.414219574,0.755075645,0.476933821,0.086314566,0.751835145,4.484378751,915,0.409836066,11,15,150,146,164,54,438,-63,"POLYGON ((-122.3961881 37.63227493999997, -122.399337 37.64096411999999, -122.4103098 37.63846977, -122.4071596 37.62978089999998, -122.3961881 37.63227493999997))",0.999994864,0.226053076,0.092644703,0.037057881,0.002717578,0.108209014,915.0046993,0.000247053,0.226054237,4.484401782,0.012021858,0.163934426,0.478688525
1215,2.566909563,0.38051805,0.463526247,0.070978635,0.652235314,4.134167809,25,0.44,0,0,0,0,13,1,22,-11,"POLYGON ((-122.399337 37.64096411999999, -122.4024868 37.64965324999999, -122.4134608 37.64715859, -122.4103098 37.63846977, -122.399337 37.64096411999999))",1.000000267,0.005688139,0.002502781,0,0,0.005005562,24.99999332,0.000227526,0.005688137,4.134166704,0,0,0.88
1216,2.560026063,0.385156252,0.472855096,0.071013504,0.663446303,4.152497218,3870,0.426098191,129,78,362,95,1343,214,2815,-1166,"POLYGON ((-122.4024868 37.64965324999999, -122.4056373 37.65834231999999, -122.4166125 37.65584735000001, -122.4134608 37.64715859, -122.4024868 37.64965324999999))",0.999996769,0.884475216,0.37687329,0.082733857,0.029482507,0.643358588,3870.012505,0.000228547,0.884478074,4.152510636,0.033333333,0.093540052,0.727390181
1217,2.29437219,0.271385216,0.459098395,0.065764326,0.623109353,3.713729482,4119,0.433843166,54,30,652,55,1259,282,2369,-582,"POLYGON ((-122.4056373 37.65834231999999, -122.4087885 37.66703133999999, -122.419765 37.66453605999999, -122.4166125 37.65584735000001, -122.4056373 37.65834231999999))",0.999999748,0.84083372,0.364789963,0.133096282,0.011023312,0.483596767,4119.001039,0.000204135,0.840833932,3.713730418,0.013109978,0.158290847,0.575139597
1218,1.976688661,0.253885064,0.418273093,0.065734113,0.562480461,3.277061392,1719,0.271087842,31,13,870,19,258,62,502,-36,"POLYGON ((-122.4087885 37.66703133999999, -122.4119405 37.67572031000001, -122.4229182 37.67322472, -122.419765 37.66453605999999, -122.4087885 37.66703133999999))",1.000002723,0.309253147,0.083834768,0.156515554,0.005576991,0.090311274,1718.995319,0.000179903,0.309252305,3.277052468,0.018033741,0.506108202,0.29203025
1219,2.122574855,0.24350714,0.45967221,0.059505566,0.655773072,3.541032843,,,,,,,,,,,"POLYGON ((-122.4182469 37.69309807999999, -122.4214012 37.70178688, -122.4323825 37.69929036, -122.429227 37.69060185999998, -122.4182469 37.69309807999999))",0.999998774,,,,,,,,,3.541037183,,,
1220,2.486932778,0.270291898,0.53155702,0.059541332,0.774895073,4.123218101,4305,0.292450639,221,18,2185,36,350,236,864,395,"POLYGON ((-122.4214012 37.70178688, -122.4245562 37.71047563000001, -122.4355388 37.70797878999998, -122.4323825 37.69929036, -122.4214012 37.70178688))",1.000000673,0.976871909,0.285686814,0.495810713,0.05014836,0.196055129,4304.997102,0.000226916,0.976871251,4.123215325,0.051335656,0.507549361,0.200696864
1221,3.131560372,0.327875593,0.671856686,0.058891859,1.017464991,5.207649501,9664,0.258899007,182,79,4974,38,1422,467,3044,-542,"POLYGON ((-122.4245562 37.71047563000001, -122.4277121 37.71916432, -122.4386958 37.71666717000001, -122.4355388 37.70797878999998, -122.4245562 37.71047563000001))",1.000000256,2.778466506,0.719342218,1.43005923,0.052326252,0.875170948,9663.997525,0.000287507,2.778465794,5.207648167,0.018832781,0.514693709,0.314983444
1222,3.515850179,0.362795222,0.747581651,0.058916016,1.15797789,5.843120958,12270,0.314180929,243,80,4919,35,2523,615,4866,-1011,"POLYGON ((-122.4277121 37.71916432, -122.4308686 37.72785295000003, -122.4418536 37.72535550000001, -122.4386958 37.71666717000001, -122.4277121 37.71916432))",0.999997114,3.965558031,1.245902707,1.589778318,0.078535501,1.572649175,12270.03541,0.000323191,3.965569477,5.843137823,0.019804401,0.400896496,0.396577017
1223,3.909267233,0.391942311,0.780709099,0.058871502,1.234608605,6.37539875,6853,0.553480228,184,32,2055,17,359,413,1326,2467,"POLYGON ((-122.4308686 37.72785295000003, -122.434026 37.73654153, -122.4450122 37.73404377, -122.4418536 37.72535550000001, -122.4308686 37.72785295000003))",1.000001798,2.420362626,1.339622857,0.725790923,0.064985659,0.468320567,6852.987676,0.000353183,2.420358274,6.375387284,0.026849555,0.299868671,0.193491901
1224,3.82747606,0.361825056,0.706895995,0.058954346,1.129719941,6.084871399,2924,0.580369357,156,5,826,2,86,152,291,1406,"POLYGON ((-122.434026 37.73654153, -122.4371841 37.74523006, -122.4481715 37.74273198000002, -122.4450122 37.73404377, -122.434026 37.73654153))",0.999998956,0.984807391,0.571552032,0.278197984,0.052541024,0.098009217,2924.003053,0.000336801,0.984808419,6.084877752,0.053351573,0.28248974,0.099521204
1225,4.09266251,0.486027138,0.816967172,0.062549643,1.284980485,6.743186948,5211,0.68240261,150,27,1022,14,158,284,511,3045,"POLYGON ((-122.4371841 37.74523006, -122.440343 37.75391853000001, -122.4513316 37.75142013999999, -122.4481715 37.74273198000002, -122.4371841 37.74523006))",0.999998528,1.948708821,1.329803985,0.38218776,0.056094094,0.19109388,5211.007672,0.000373961,1.94871169,6.743196876,0.028785262,0.196123585,0.098061792
1226,4.042252427,0.481671108,0.837581866,0.062744801,1.273654012,6.697904214,4262,0.765837635,60,12,651,5,61,209,280,2984,"POLYGON ((-122.440343 37.75391853000001, -122.4435026 37.76260693999998, -122.4544925 37.76010823999999, -122.4513316 37.75142013999999, -122.440343 37.75391853000001))",1.000000406,1.582906949,1.212249714,0.241781423,0.022284002,0.10399201,4261.998268,0.0003714,1.582906305,6.697901491,0.014077898,0.15274519,0.065696856
1227,3.814118542,0.481975241,0.824112113,0.062847477,1.219816906,6.402870279,8541,0.785856457,284,37,923,12,153,420,702,6010,"POLYGON ((-122.4435026 37.76260693999998, -122.4466631 37.77129529, -122.4576541 37.76879628, -122.4544925 37.76010823999999, -122.4435026 37.76260693999998))",0.999999288,3.029777623,2.380970309,0.327418891,0.100744274,0.249022818,8541.006079,0.000354733,3.02977978,6.402874836,0.033251376,0.108066971,0.082191781
1228,3.522852007,0.468808144,0.780289684,0.062537118,1.161683142,5.996170095,8637,0.600092625,328,19,2310,24,249,524,856,4327,"POLYGON ((-122.4466631 37.77129529, -122.4498242 37.77998359000001, -122.4608165 37.77748427, -122.4576541 37.76879628, -122.4466631 37.77129529))",0.999996814,2.865804097,1.719747903,0.766470703,0.108832204,0.284025507,8637.027522,0.000331805,2.865813229,5.996189202,0.037976149,0.267453977,0.099108487
1229,3.04293916,0.438954302,0.718637793,0.061611581,1.010266972,5.272409809,9458,0.588813703,164,19,3061,20,213,412,576,4993,"POLYGON ((-122.4498242 37.77998359000001, -122.4529862 37.78867182999999, -122.4639797 37.78617220000002, -122.4608165 37.77748427, -122.4498242 37.77998359000001))",1.000001099,2.75357763,1.62134424,0.891171614,0.047746535,0.167695149,9457.989603,0.000291137,2.753574603,5.272404013,0.017339818,0.323641362,0.060900825
1230,2.442530591,0.383140747,0.573367151,0.061386109,0.797825403,4.258250001,1017,0.866273353,5,1,74,0,13,43,51,830,"POLYGON ((-122.4529862 37.78867182999999, -122.4561489 37.79736000999998, -122.4671436 37.79486006999998, -122.4639797 37.78617220000002, -122.4529862 37.78867182999999))",0.999997556,0.238425014,0.206541236,0.017348526,0.001172198,0.011956417,1017.002486,0.00023444,0.238425596,4.25826041,0.004916421,0.072763029,0.050147493
1231,1.302412328,0.270795327,0.695679038,0.054965203,0.395975786,2.719827683,533,0.82739212,16,3,12,0,35,26,79,362,"POLYGON ((-122.5068564 37.93636295, -122.5100322 37.94505011999999, -122.5210477 37.94254488999997, -122.5178707 37.93385803, -122.5068564 37.93636295))",1.000001126,0.079453888,0.065739521,0.001788831,0.002385107,0.011776467,532.9993998,0.000149069,0.079453799,2.71982462,0.030018762,0.022514071,0.148217636
1232,1.279862895,0.265982944,0.688535068,0.054893271,0.387029049,2.676303226,1856,0.869612069,11,0,113,4,28,86,86,1528,"POLYGON ((-122.5100322 37.94505011999999, -122.5132087 37.95373723, -122.5242254 37.95123169, -122.5210477 37.94254488999997, -122.5100322 37.94505011999999))",0.999997532,0.272210348,0.236717404,0.016573152,0.001613316,0.012613195,1856.004581,0.000146665,0.27221102,2.676309832,0.005926724,0.060883621,0.046336207
1233,1.018065985,0.219071156,0.721346354,0.047029412,0.348777485,2.354290392,1815,0.799449036,28,11,97,1,154,73,310,1141,"POLYGON ((-122.5132087 37.95373723, -122.516386 37.96242428, -122.527404 37.95991843000002, -122.5242254 37.95123169, -122.5132087 37.95373723))",1.00000175,0.233948123,0.187029601,0.012503013,0.003609117,0.039958082,1814.996823,0.000128897,0.233947713,2.354286271,0.015426997,0.053443526,0.170798898
1234,1.042029863,0.223994171,0.732017983,0.047041212,0.360808896,2.405892125,946,0.707188161,23,8,78,3,109,56,236,433,"POLYGON ((-122.516386 37.96242428, -122.5195641 37.97111127000003, -122.5305833 37.96860509999998, -122.527404 37.95991843000002, -122.516386 37.96242428))",1.00000317,0.124628003,0.088135448,0.010275882,0.003030068,0.03109113,945.9970012,0.000131742,0.124627607,2.405884498,0.024312896,0.082452431,0.249471459
1235,0.962087121,0.211469876,0.715213,0.04687458,0.334009174,2.26965375,3909,0.662829368,158,125,223,11,562,239,1200,1391,"POLYGON ((-122.5195641 37.97111127000003, -122.5227429 37.97979819, -122.5337633 37.97729171000001, -122.5305833 37.96860509999998, -122.5195641 37.97111127000003))",0.999999189,0.485624795,0.321886376,0.027703845,0.019628733,0.149078986,3909.00317,0.000124232,0.485625189,2.269655591,0.040419545,0.057047838,0.306983883
1236,0.962087121,0.211469876,0.715213,0.04687458,0.334009174,2.26965375,12585,0.724831148,353,109,1010,38,1226,727,2678,6444,"POLYGON ((-122.5227429 37.97979819, -122.5259225 37.98848505000002, -122.5369441 37.98597826999996, -122.5337633 37.97729171000001, -122.5227429 37.97979819))",0.999998378,1.563465861,1.133248755,0.125474813,0.043854068,0.332694603,12585.02041,0.000124232,1.563468396,2.269657431,0.028049265,0.080254271,0.212793008
1239,0.312552209,0.079576347,0.362476211,0.073119547,0.095743908,0.923468223,20,0.5,0,0,0,0,10,0,17,-7,"POLYGON ((-122.0438498 37.04480372, -122.1180042 37.25349952, -122.3799666 37.19400508999999, -122.3051201 36.98548763, -122.0438498 37.04480372))",576.0000205,0.001006982,0.000503491,0,0,0.000855934,0.034722221,5.03E-05,1.75E-06,0.001603243,0,0,0.85
1240,0.338493475,0.065994576,0.367601315,0.064055324,0.109373173,0.945517862,250,0.732,1,0,0,2,59,5,163,20,"POLYGON ((-122.1180042 37.25349952, -122.1925878 37.46217088000001, -122.4552455 37.40249789, -122.3799666 37.19400508999999, -122.1180042 37.25349952))",576.00003,0.012888646,0.009434489,0,5.16E-05,0.008403397,0.434027755,5.16E-05,2.24E-05,0.001641524,0.004,0,0.652
1243,1.591940568,0.314029148,0.376547776,0.109368466,0.311460335,2.703346294,2551,0.621716974,15,2,815,2,27,104,84,1502,"POLYGON ((-122.3569201 37.55656012999999, -122.360061 37.5652501, -122.3710236 37.56275958999999, -122.3678815 37.55406993, -122.3569201 37.55656012999999))",0.999997564,0.377952992,0.234979791,0.120749388,0.002222381,0.012445336,2551.006215,0.000148159,0.377953913,2.703352879,0.005880047,0.319482556,0.032928263
1244,1.593941937,0.31399375,0.376116485,0.109367905,0.310445119,2.703865195,565,0.594690265,0,0,188,0,13,28,27,309,"POLYGON ((-122.360061 37.5652501, -122.3632027 37.57394001000001, -122.3741665 37.57144919000001, -122.3710236 37.56275958999999, -122.360061 37.5652501))",0.999996496,0.083725893,0.049790974,0.027859235,0,0.00400106,565.00198,0.000148187,0.083726187,2.703874671,0,0.332743363,0.047787611
1245,2.037900659,0.450052732,0.402481436,0.110709915,0.404619452,3.405764195,2031,0.798129,13,2,289,2,26,78,117,1504,"POLYGON ((-122.3632027 37.57394001000001, -122.3663451 37.58262986999999, -122.3773102 37.58013874, -122.3741665 37.57144919000001, -122.3632027 37.57394001000001))",0.999999494,0.37987573,0.303189837,0.054054203,0.002431504,0.021883535,2031.001028,0.000187039,0.379875922,3.405765918,0.006400788,0.142294436,0.05760709
1246,2.145485392,0.46217585,0.416798161,0.110718252,0.424251365,3.55942902,4579,0.754094781,17,5,753,8,115,228,457,2996,"POLYGON ((-122.3663451 37.58262986999999, -122.3694883 37.59131968, -122.3804546 37.58882824, -122.3773102 37.58013874, -122.3663451 37.58262986999999))",1.000002489,0.895494903,0.675288032,0.1472609,0.003324615,0.089373481,4578.988604,0.000195566,0.895492674,3.559420162,0.003712601,0.164446386,0.099803451
1247,3.246565116,0.563884808,0.391710947,0.087649781,0.511582793,4.801393446,72,0.569444444,6,0,5,9,3,8,22,19,"POLYGON ((-122.3883635 37.64345741999998, -122.391512 37.65214685999999, -122.4024868 37.64965324999999, -122.399337 37.64096411999999, -122.3883635 37.64345741999998))",0.999998378,0.019062935,0.010855282,0.001323815,0.001588578,0.005824786,72.00011677,0.000264763,0.019062966,4.801401232,0.083333333,0.069444444,0.305555556
1248,3.079415724,0.564053552,0.392383581,0.087647487,0.508270623,4.631770967,1,1,0,0,0,0,0,0,0,1,"POLYGON ((-122.391512 37.65214685999999, -122.3946613 37.66083625000002, -122.4056373 37.65834231999999, -122.4024868 37.64965324999999, -122.391512 37.65214685999999))",1.000000967,0.000255283,0.000255283,0,0,0,0.999999033,0.000255283,0.000255282,4.631766488,0,0,0
1249,2.749214281,0.412441305,0.399704318,0.079925959,0.490956229,4.132242093,3245,0.362403698,56,25,702,76,988,222,1987,-811,"POLYGON ((-122.3946613 37.66083625000002, -122.3978113 37.66952558, -122.4087885 37.66703133999999, -122.4056373 37.65834231999999, -122.3946613 37.66083625000002))",0.999998136,0.737972332,0.267443902,0.159647635,0.012735424,0.451880131,3245.006049,0.000227418,0.737973708,4.132249796,0.017257319,0.21633282,0.612326656
1250,2.619748197,0.407906021,0.387394912,0.07991596,0.480551447,3.975516537,1453,0.580867171,24,6,435,10,34,100,167,677,"POLYGON ((-122.3978113 37.66952558, -122.4009621 37.67821484999999, -122.4119405 37.67572031000001, -122.4087885 37.66703133999999, -122.3978113 37.66952558))",0.999997413,0.317760357,0.18457656,0.095131284,0.005248623,0.036521665,1453.003759,0.000218693,0.31776118,3.975526823,0.01651755,0.299380592,0.114934618
1251,3.304128205,0.411397538,0.465627361,0.069569904,0.636100921,4.886823929,3967,0.21325939,203,19,2247,53,361,238,842,4,"POLYGON ((-122.407266 37.69559324000002, -122.4104191 37.70428235999999, -122.4214012 37.70178688, -122.4182469 37.69309807999999, -122.407266 37.69559324000002))",1.000002213,1.069270197,0.22803191,0.605659222,0.054716877,0.226953745,3966.991219,0.000269541,1.06926783,4.886813112,0.05117217,0.56642299,0.212251071
1252,3.588830833,0.423683078,0.488576921,0.06956083,0.658047672,5.228699335,6990,0.130758226,1269,31,3014,272,1125,365,2035,-1121,"POLYGON ((-122.4104191 37.70428235999999, -122.4135729 37.71297141, -122.4245562 37.71047563000001, -122.4214012 37.70178688, -122.4104191 37.70428235999999))",0.999998684,2.017920779,0.263859741,0.870102035,0.366343558,0.587477652,6990.009201,0.000288687,2.017923435,5.228706217,0.181545064,0.431187411,0.291130186
1253,4.153989623,0.480501262,0.601162841,0.065650069,0.825763141,6.127066937,1454,0.232462173,214,19,472,114,215,82,462,-124,"POLYGON ((-122.4135729 37.71297141, -122.4167275 37.72166042, -122.4277121 37.71916432, -122.4245562 37.71047563000001, -122.4135729 37.71297141))",1.000004044,0.493166156,0.114642476,0.160092452,0.07258429,0.156700663,1453.994121,0.000339179,0.493164162,6.127042162,0.147180193,0.324621733,0.317744154
1254,4.398745335,0.514882931,0.665129487,0.065652835,0.905401248,6.549811836,9869,0.277231736,293,95,4396,29,1815,505,3538,-802,"POLYGON ((-122.4167275 37.72166042, -122.4198829 37.73034935999998, -122.4308686 37.72785295000003, -122.4277121 37.71916432, -122.4167275 37.72166042))",1.000000129,3.582749094,0.99325175,1.595882563,0.106367969,1.2844023,9868.998724,0.000363031,3.582748631,6.54981099,0.029688925,0.445435201,0.358496302
1255,4.739920232,0.547439832,0.715387266,0.064985595,0.962216614,7.02994954,8499,0.501706083,339,58,2258,29,1013,538,2606,1658,"POLYGON ((-122.4198829 37.73034935999998, -122.423039 37.73903825, -122.434026 37.73654153, -122.4308686 37.72785295000003, -122.4198829 37.73034935999998))",1.00000007,3.316240203,1.663777883,0.88105311,0.132275024,1.01683986,8498.999402,0.000390192,3.31623997,7.029949045,0.039887046,0.265678315,0.306624309
1256,4.614393554,0.504202574,0.663017339,0.064905649,0.883323104,6.72984222,7541,0.743004907,303,28,943,26,247,391,927,4676,"POLYGON ((-122.423039 37.73903825, -122.4261959 37.74772708999999, -122.4371841 37.74523006, -122.434026 37.73654153, -122.423039 37.73903825))",1.000003004,2.814346105,2.091072965,0.351933215,0.113081404,0.34596192,7540.977346,0.000373206,2.81433765,6.729822003,0.040180347,0.125049728,0.122927994
1257,4.755520496,0.504528805,0.640205981,0.061873539,0.877679175,6.839807996,7701,0.806388781,56,32,801,6,169,427,702,5508,"POLYGON ((-122.4261959 37.74772708999999, -122.4293536 37.75641586999998, -122.440343 37.75391853000001, -122.4371841 37.74523006, -122.4261959 37.74772708999999))",1.000001876,2.921963401,2.356238504,0.303920619,0.021247883,0.266357396,7700.985552,0.000379426,2.921957919,6.839795164,0.007271783,0.104012466,0.091156993
1258,4.614649548,0.499307587,0.645561835,0.062129606,0.857194442,6.678843018,9332,0.811615945,186,47,881,16,239,389,817,6757,"POLYGON ((-122.4293536 37.75641586999998, -122.432512 37.76510458999999, -122.4435026 37.76260693999998, -122.440343 37.75391853000001, -122.4293536 37.75641586999998))",0.99999833,3.455848529,2.80482177,0.326254024,0.068879964,0.302553391,9332.015587,0.000370322,3.455854302,6.678854173,0.019931419,0.094406344,0.087548221
1259,4.386506858,0.497031389,0.633801069,0.062051695,0.825646576,6.405037586,9363,0.797821211,367,40,814,13,184,475,798,6672,"POLYGON ((-122.432512 37.76510458999999, -122.4356712 37.77379325, -122.4466631 37.77129529, -122.4435026 37.76260693999998, -122.432512 37.76510458999999))",1.000002606,3.322513804,2.650771987,0.28885253,0.130232037,0.283174839,9362.975596,0.000354856,3.322505144,6.405020892,0.039196839,0.086937947,0.085229093
1260,4.138766784,0.484524208,0.595957724,0.061733722,0.786088284,6.067070722,11358,0.663409051,937,43,1871,20,316,636,962,6573,"POLYGON ((-122.4356712 37.77379325, -122.4388312 37.78248186, -122.4498242 37.77998359000001, -122.4466631 37.77129529, -122.4356712 37.77379325))",1.000000117,3.814000914,2.530242727,0.628279249,0.314643322,0.323038288,11357.99867,0.000335799,3.814000467,6.06707001,0.082496918,0.164729706,0.08469801
1261,3.529092885,0.444754536,0.539512205,0.058822067,0.676627959,5.248809651,8851,0.730199977,422,19,1430,23,160,334,563,5900,"POLYGON ((-122.4388312 37.78248186, -122.4419919 37.79117041, -122.4529862 37.78867182999999, -122.4498242 37.77998359000001, -122.4388312 37.78248186))",0.999998978,2.565145512,1.873069195,0.41443431,0.122301594,0.163165396,8851.009042,0.000289814,2.565148132,5.248815013,0.047678228,0.161563665,0.063608632
1262,2.822596135,0.38684838,0.430636955,0.058374545,0.538967407,4.237423423,2253,0.848202397,19,4,148,13,43,115,138,1773,"POLYGON ((-122.4419919 37.79117041, -122.4451534 37.79985890999996, -122.4561489 37.79736000999998, -122.4529862 37.78867182999999, -122.4419919 37.79117041))",1.000001514,0.52557694,0.44579562,0.034525249,0.004432296,0.032192462,2252.99659,0.000233279,0.525576144,4.237417009,0.0084332,0.065690191,0.061251664
1263,2.033793593,0.327357682,0.318063011,0.058440642,0.364927976,3.102582904,81,0.790123457,4,1,9,0,1,2,8,56,"POLYGON ((-122.4451534 37.79985890999996, -122.4483156 37.80854733999997, -122.4593123 37.80604814000002, -122.4561489 37.79736000999998, -122.4451534 37.79985890999996))",0.999997953,0.01378925,0.01089521,0.001532139,0.000680951,0.001361901,81.0001658,0.000170238,0.013789278,3.102589254,0.049382716,0.111111111,0.098765432
1264,1.897618751,0.319151879,0.304005289,0.058363057,0.33279064,2.911929616,179,0.865921788,3,0,16,0,2,3,2,153,"POLYGON ((-122.4483156 37.80854733999997, -122.4514786 37.81723572, -122.4624766 37.81473620999998, -122.4593123 37.80604814000002, -122.4483156 37.80854733999997))",1.000002591,0.028584078,0.024751576,0.002555001,0.000479063,0.000319375,178.9995361,0.000159688,0.028584004,2.91192207,0.016759777,0.089385475,0.011173184
1265,2.018408596,0.394174974,0.323513066,0.060084403,0.231474899,3.027655937,7561,0.836794075,82,14,589,12,173,364,580,5747,"POLYGON ((-122.4894946 37.92149166999997, -122.4926676 37.93017926999999, -122.5036815 37.92767571000003, -122.5005072 37.91898842000001, -122.4894946 37.92149166999997))",1.000003536,1.255806988,1.050851847,0.097827049,0.013619385,0.096332238,7560.973261,0.00016609,1.255802547,3.02764523,0.010845126,0.077899749,0.07670943
1266,2.018408596,0.394174974,0.323513066,0.060084403,0.231474899,3.027655937,221,0.841628959,3,0,13,0,6,13,16,170,"POLYGON ((-122.4926676 37.93017926999999, -122.4958414 37.93886682, -122.5068564 37.93636295, -122.5036815 37.92767571000003, -122.4926676 37.93017926999999))",1.000000996,0.036705905,0.030892752,0.002159171,0.00049827,0.002657441,220.9997798,0.00016609,0.036705868,3.027652921,0.013574661,0.058823529,0.07239819
1267,2.256994458,0.442503874,0.346307998,0.059997747,0.267740493,3.373544571,324,0.771604938,14,0,18,1,25,16,65,185,"POLYGON ((-122.4958414 37.93886682, -122.4990159 37.9475543, -122.5100322 37.94505011999999, -122.5068564 37.93636295, -122.4958414 37.93886682))",0.999998744,0.060021606,0.046312967,0.003334534,0.002593526,0.012041372,324.000407,0.000185252,0.060021681,3.373548808,0.043209877,0.055555556,0.200617284
1268,2.256994458,0.442503874,0.346307998,0.059997747,0.267740493,3.373544571,1049,0.836034318,27,1,66,1,36,41,81,796,"POLYGON ((-122.4990159 37.9475543, -122.5021912 37.95624172000003, -122.5132087 37.95373723, -122.5100322 37.94505011999999, -122.4990159 37.9475543))",1.000000534,0.194329211,0.16246589,0.012226623,0.0050018,0.015005401,1048.99944,0.000185252,0.194329108,3.373542769,0.025738799,0.062917064,0.077216397
