isrm,PrimaryPM25,NO3,NH4,SO4,SOA,TotalPM25,Total,White,Black,Native_American,Asian,Pacific_Islander,Other,Multiple,Hispanic,White non hispanic,geometry,Area,DeathsK,DeathsK_White,DeathsK_Asian,DeathsK_Black,DeathsK_Hispanic,Pop_density,DeathsK_per,DeathsK_area,TotalPM_area,Black_per,Asian_per,Hispanic_per
2152,6.804371927,0.756599897,0.590837541,0.127293694,0.636765729,8.915868788,7482,0.211307137,4083,50,530,84,650,504,1394,187,"POLYGON ((-122.1576212 37.76138898, -122.160747 37.77008514999999, -122.1717477 37.76761349000002, -122.1686208 37.75891763000001, -122.1576212 37.76138898))",0.999997911,3.723162845,0.786730882,0.263736475,2.031766092,0.693676692,7482.015628,0.000497616,3.723170622,8.915887412,0.545709703,0.070836675,0.18631382
2153,7.032389363,0.755764646,0.637795238,0.118134285,0.635079777,9.179163308,5222,0.31999234,2109,23,628,28,400,363,837,834,"POLYGON ((-122.160747 37.77008514999999, -122.1638735 37.77878126, -122.1748755 37.77630929, -122.1717477 37.76761349000002, -122.160747 37.77008514999999))",0.999996449,2.677359536,0.856734543,0.321980427,1.08130051,0.429136333,5222.018543,0.000512708,2.677369043,9.179195902,0.40386825,0.120260437,0.160283416
2154,6.911695931,0.75245829,0.646036525,0.115140573,0.629113477,9.054444795,2021,0.427511133,640,12,336,4,50,115,152,712,"POLYGON ((-122.1638735 37.77878126, -122.1670008 37.78747732000002, -122.178004 37.78500503999997, -122.1748755 37.77630929, -122.1638735 37.77878126))",0.999999058,1.021728876,0.43680047,0.169866849,0.323555903,0.076844527,2021.001904,0.000505556,1.021729839,9.054453327,0.316674913,0.16625433,0.075210292
2155,6.041907965,0.713678212,0.643975083,0.105184869,0.604824354,8.109570483,1317,0.523917995,213,2,283,4,31,94,115,575,"POLYGON ((-122.1670008 37.78747732000002, -122.1701288 37.79617332000001, -122.1811333 37.79370073000003, -122.178004 37.78500503999997, -122.1670008 37.78747732000002))",1.000000599,0.594683173,0.311565216,0.127786893,0.096178827,0.051927536,1316.999212,0.000451544,0.594682817,8.109565628,0.161731207,0.214882308,0.087319666
2156,5.892793751,0.690851154,0.60830275,0.105121111,0.571860721,7.868929487,2972,0.582772544,397,9,529,14,98,193,305,1427,"POLYGON ((-122.1701288 37.79617332000001, -122.1732576 37.80486926999999, -122.1842633 37.80239637000003, -122.1811333 37.79370073000003, -122.1701288 37.79617332000001))",1.0000032,1.301246688,0.758330842,0.231614905,0.173820638,0.133539785,2971.99049,0.000437835,1.301242524,7.868904307,0.133580081,0.177994616,0.102624495
2158,0.30479196,0.140157527,0.740250098,0.025456675,0.076939327,1.287595587,,,,,,,,,,,"POLYGON ((-122.3054346 38.56500938000001, -122.3819511 38.77364596999996, -122.6493066 38.71350935000001, -122.5720707 38.50505088000001, -122.3054346 38.56500938000001))",576.0000558,,,,,,,,,0.002235409,,,
2161,3.123038203,0.593606295,0.40627615,0.085357617,0.455209602,4.663487867,14151,0.60914423,328,60,3685,56,571,831,1790,6830,"POLYGON ((-121.9759286 37.28547519999999, -121.9790119 37.29417434999998, -121.9899465 37.29172063, -121.9868619 37.28302179, -121.9759286 37.28547519999999))",0.999999562,3.637580859,2.215811392,0.947246517,0.084313937,0.460127888,14151.00619,0.000257055,3.637582451,4.663489908,0.023178574,0.260405625,0.126492827
2162,3.391718769,0.646748806,0.432134183,0.088209946,0.493727741,5.052539445,3561,0.540297669,37,9,1245,20,129,197,364,1560,"POLYGON ((-121.9790119 37.29417434999998, -121.982096 37.30287345, -121.9930318 37.30041943, -121.9899465 37.29172063, -121.9790119 37.29417434999998))",1.000002729,0.992866704,0.536443566,0.347126944,0.010316222,0.101489323,3560.990283,0.000278817,0.992863995,5.052525658,0.01039034,0.349620893,0.102218478
2163,3.737325264,0.732142304,0.475224214,0.094191543,0.552085666,5.590968991,2067,0.468311563,3,3,1000,1,26,66,131,837,"POLYGON ((-121.982096 37.30287345, -121.9851808 37.31157250999998, -121.9961178 37.30911817999998, -121.9930318 37.30041943, -121.982096 37.30287345))",1.000000462,0.638736322,0.299127605,0.309016121,0.000927048,0.040481112,2066.999046,0.000309016,0.638736027,5.59096641,0.001451379,0.483792937,0.063376875
2164,3.911262844,0.797696288,0.511342421,0.095719294,0.606269762,5.92229061,2457,0.409442409,20,7,1240,2,79,103,279,727,"POLYGON ((-121.9851808 37.31157250999998, -121.9882664 37.32027152999999, -121.9992046 37.31781689999999, -121.9961178 37.30911817999998, -121.9851808 37.31157250999998))",1.000001646,0.805027074,0.329612225,0.40628147,0.006552927,0.091413331,2456.995956,0.000327646,0.805025749,5.922280861,0.008140008,0.504680505,0.113553114
2165,4.171728992,0.891279674,0.553126016,0.101147972,0.667301465,6.384584118,3494,0.341728678,66,8,1971,2,106,147,265,929,"POLYGON ((-121.9882664 37.32027152999999, -121.9913527 37.32897051, -122.0022921 37.32651556000001, -121.9992046 37.31781689999999, -121.9882664 37.32027152999999))",0.999998991,1.235832356,0.422319357,0.69714527,0.023344286,0.093730846,3494.003524,0.000353701,1.235833603,6.384590558,0.018889525,0.564109903,0.075844305
2166,4.212424391,0.906588237,0.551785152,0.101716726,0.653690373,6.426204878,2316,0.320379965,11,5,1447,6,16,89,81,661,"POLYGON ((-121.9913527 37.32897051, -121.9944397 37.33766944000003, -122.0053804 37.33521419, -122.0022921 37.32651556000001, -121.9913527 37.32897051))",1.000002826,0.824612968,0.264189474,0.51520508,0.003916556,0.028840091,2315.993454,0.000356051,0.824610637,6.426186714,0.004749568,0.624784111,0.034974093
2167,4.361166717,0.935965197,0.556353798,0.10384295,0.656021023,6.613349686,2641,0.57061719,21,3,945,3,40,122,204,1303,"POLYGON ((-121.9944397 37.33766944000003, -121.9975275 37.34636833000001, -122.0084694 37.34391276999999, -122.0053804 37.33521419, -121.9944397 37.33766944000003))",1.000005975,0.9682449,0.552497185,0.34645643,0.007699032,0.074790594,2640.98422,0.000366621,0.968239115,6.61331017,0.007951534,0.357819008,0.077243468
2168,4.332134249,0.92313364,0.544953953,0.103304011,0.641379905,6.544905757,2232,0.452956989,34,3,895,8,183,98,358,653,"POLYGON ((-121.9975275 37.34636833000001, -122.0006161 37.35506718000001, -122.0115591 37.35261131, -122.0084694 37.34391276999999, -121.9975275 37.34636833000001))",1.000001339,0.809665739,0.366743756,0.324664353,0.012333618,0.129865741,2231.997012,0.000362753,0.809664656,6.544896996,0.015232975,0.400985663,0.160394265
2169,4.625885853,0.974515062,0.568518465,0.105181525,0.682101232,6.956202136,3772,0.45678685,49,23,1594,2,186,195,481,1242,"POLYGON ((-122.0006161 37.35506718000001, -122.0037053 37.36376598000003, -122.0146496 37.36130980000001, -122.0115591 37.35261131, -122.0006161 37.35506718000001))",0.999998672,1.456048612,0.66510386,0.615307924,0.018914735,0.185673219,3772.005008,0.000386015,1.456050545,6.956211371,0.012990456,0.422587487,0.127518558
2170,4.639308567,0.975786865,0.563259974,0.103004666,0.684996335,6.966356407,3603,0.386622259,90,8,1807,5,160,140,409,984,"POLYGON ((-122.0037053 37.36376598000003, -122.0067954 37.37246472999998, -122.0177408 37.37000824999999, -122.0146496 37.36130980000001, -122.0037053 37.36376598000003))",0.999998775,1.392883789,0.538519878,0.69856814,0.0347931,0.158115312,3603.004413,0.00038659,1.392885496,6.96636494,0.024979184,0.501526506,0.113516514
2171,4.769127801,0.993589858,0.583842684,0.100457815,0.735344692,7.182362849,1416,0.334039548,32,8,659,2,174,68,331,142,"POLYGON ((-122.0067954 37.37246472999998, -122.0098861 37.38116345, -122.0208328 37.37870665999999, -122.0177408 37.37000824999999, -122.0067954 37.37246472999998))",0.99999755,0.564742818,0.188646436,0.262828755,0.01276255,0.132012622,1416.003469,0.00039883,0.564744201,7.182380444,0.02259887,0.46539548,0.233757062
2172,4.470471193,0.91643033,0.553669854,0.095611766,0.699665209,6.735848352,4707,0.406628426,88,40,1145,63,1222,235,2366,-452,"POLYGON ((-122.0098861 37.38116345, -122.0129776 37.38986211, -122.0239255 37.38740502, -122.0208328 37.37870665999999, -122.0098861 37.38116345))",0.999999618,1.758279169,0.71496629,0.427709719,0.032872013,0.883808904,4707.001799,0.000373546,1.758279841,6.735850926,0.01869556,0.243254727,0.502655619
2173,4.370994132,0.576970908,0.771911914,0.083465348,0.761189509,6.564531811,4855,0.490010299,101,29,1008,26,1035,277,2422,-43,"POLYGON ((-122.0129776 37.38986211, -122.0160699 37.39856074000001, -122.027019 37.39610334, -122.0239255 37.38740502, -122.0129776 37.38986211))",1.000000777,1.766550908,0.865628138,0.366773082,0.036750081,0.881274212,4854.99623,0.000363862,1.766549536,6.564526713,0.020803296,0.207621009,0.498867147
2174,4.18041151,0.548078261,0.719785934,0.08341347,0.720498151,6.252187326,1987,0.427277302,90,23,408,26,508,83,911,-62,"POLYGON ((-122.0160699 37.39856074000001, -122.0191629 37.40725931, -122.0301132 37.40480161, -122.027019 37.39610334, -122.0160699 37.39856074000001))",0.999997414,0.687963422,0.293951155,0.141262746,0.0311609,0.315417553,1987.005139,0.000346232,0.687965201,6.252203497,0.045294414,0.205334675,0.458480121
2175,2.295538628,0.210227163,0.28768917,0.08835153,0.333906402,3.215712894,,,,,,,,,,,"POLYGON ((-122.0687525 37.54643022, -122.0718582 37.555128, -122.0828292 37.55266507, -122.0797223 37.5439676, -122.0687525 37.54643022))",1.000000372,,,,,,,,,3.215711697,,,
2176,2.29424411,0.209580054,0.287946823,0.088363299,0.334538464,3.21467275,,,,,,,,,,,"POLYGON ((-122.0718582 37.555128, -122.0749647 37.56382571999996, -122.0859369 37.56136249000001, -122.0828292 37.55266507, -122.0718582 37.555128))",0.999999347,,,,,,,,,3.214674848,,,
2177,2.294944062,0.222228634,0.284323705,0.091300376,0.353325416,3.246122194,241,0.128630705,8,0,189,1,1,11,7,24,"POLYGON ((-122.0749647 37.56382571999996, -122.0780719 37.57252340000002, -122.0890453 37.57005986000001, -122.0859369 37.56136249000001, -122.0749647 37.56382571999996))",0.999996995,0.042943388,0.005523838,0.033677595,0.001425507,0.001247318,241.0007243,0.000178188,0.042943517,3.24613195,0.033195021,0.784232365,0.029045643
2178,2.310307462,0.225493602,0.28808665,0.091322806,0.360775923,3.275986443,447,0.10738255,22,0,350,0,20,7,41,7,"POLYGON ((-122.0780719 37.57252340000002, -122.0811798 37.58122103000001, -122.0921545 37.57875718, -122.0890453 37.57005986000001, -122.0780719 37.57252340000002))",0.99999967,0.080389981,0.008632481,0.062945176,0.003956554,0.007373578,447.0001475,0.000179843,0.080390008,3.275987524,0.049217002,0.782997763,0.091722595
2179,2.230140265,0.225878713,0.281174523,0.091544695,0.358184604,3.186922799,390,0.123076923,22,0,284,5,1,30,22,26,"POLYGON ((-122.0811798 37.58122103000001, -122.0842886 37.5899186, -122.0952644 37.58745445, -122.0921545 37.57875718, -122.0811798 37.58122103000001))",0.999998637,0.068214298,0.008395606,0.049674002,0.003847986,0.003847986,390.0005318,0.000174908,0.068214391,3.186927144,0.056410256,0.728205128,0.056410256
2180,2.245225838,0.228219304,0.281143288,0.091555743,0.359984195,3.206128367,62,0.032258065,0,0,56,0,0,4,1,1,"POLYGON ((-122.0842886 37.5899186, -122.087398 37.59861612999998, -122.0983751 37.59615166, -122.0952644 37.58745445, -122.0842886 37.5899186))",0.999995894,0.010910289,0.000351945,0.009854454,0,0.000175972,62.00025458,0.000175972,0.010910333,3.206141532,0,0.903225806,0.016129032
2181,2.81346416,0.461159782,0.330153754,0.105987489,0.447184922,4.157950108,2921,0.166723725,137,5,1838,38,265,151,471,16,"POLYGON ((-122.0936192 37.61601102999996, -122.0967309 37.62470840000001, -122.1077117 37.62224302000001, -122.1045987 37.61354595, -122.0936192 37.61601102999996))",1.000000557,0.668471831,0.111450114,0.420626917,0.031352496,0.107788508,2920.998372,0.00022885,0.668471459,4.157947791,0.046901746,0.629236563,0.161246149
2182,2.843299175,0.482307683,0.348238585,0.105970181,0.457502897,4.237318521,4926,0.308972797,654,74,1205,269,812,390,1624,-102,"POLYGON ((-122.0967309 37.62470840000001, -122.0998434 37.63340572999997, -122.1108254 37.63094003000001, -122.1077117 37.62224302000001, -122.0967309 37.62470840000001))",1.000003212,1.149102138,0.355041302,0.281093804,0.152560454,0.378835135,4925.984177,0.000233273,1.149098447,4.23730491,0.132764921,0.244620382,0.329679253
2183,3.88142109,0.625317327,0.423390042,0.112665104,0.595592338,5.638385901,4809,0.342482845,390,70,1655,86,662,299,1427,220,"POLYGON ((-122.1060706 37.65080021999999, -122.1091853 37.65949738999999, -122.120171 37.65703076999998, -122.117055 37.64833391, -122.1060706 37.65080021999999))",1.000002046,1.498869939,0.513337241,0.515830682,0.121555266,0.444767603,4808.990162,0.00031168,1.498866873,5.638374367,0.081097941,0.344146392,0.296735288
2184,3.833388636,0.610589771,0.421175314,0.112603255,0.590697636,5.568454613,2086,0.357142857,227,10,381,18,617,88,1179,-434,"POLYGON ((-122.1091853 37.65949738999999, -122.1123008 37.6681945, -122.1232877 37.66572758, -122.120171 37.65703076999998, -122.1091853 37.65949738999999))",1.000004004,0.641969506,0.229274824,0.117253299,0.069859577,0.362838949,2085.991648,0.000307751,0.641966936,5.568432319,0.108820709,0.182646213,0.565196548
2185,4.178182433,0.66342906,0.475109899,0.112130105,0.631621184,6.06047268,4401,0.432401727,367,59,913,41,849,269,1716,187,"POLYGON ((-122.1123008 37.6681945, -122.115417 37.67689157, -122.1264051 37.67442434000001, -122.1232877 37.66572758, -122.1123008 37.6681945))",1.000001616,1.476214068,0.638317512,0.306244818,0.123101696,0.57559267,4400.992889,0.000335427,1.476211683,6.060462888,0.083390139,0.207452852,0.389911384
2186,4.154214629,0.688061955,0.523206495,0.111986953,0.655312582,6.132782614,3928,0.437372709,223,32,831,41,787,296,1609,109,"POLYGON ((-122.115417 37.67689157, -122.118534 37.68558858, -122.1295233 37.68312104, -122.1264051 37.67442434000001, -122.115417 37.67689157))",1.000000169,1.333559994,0.583262747,0.282125345,0.075708727,0.546257136,3927.999335,0.000339501,1.333559768,6.132781576,0.056771894,0.211558045,0.409623218
2187,4.66177043,0.751041674,0.586131424,0.113079295,0.710820301,6.822843124,2897,0.332758026,392,21,767,26,577,150,1083,-119,"POLYGON ((-122.118534 37.68558858, -122.1216518 37.69428554000001, -122.1326423 37.69181768999999, -122.1295233 37.68312104, -122.118534 37.68558858))",0.999999785,1.096417632,0.364841766,0.290283854,0.148358893,0.409879287,2897.000624,0.000378467,1.096417868,6.822844594,0.135312392,0.264756645,0.373835002
2188,4.585558544,0.710943175,0.532338346,0.112672625,0.650964168,6.592476858,2801,0.352374152,237,22,991,33,387,144,865,122,"POLYGON ((-122.1216518 37.69428554000001, -122.1247703 37.70298243999998, -122.135762 37.70051429000004, -122.1326423 37.69181768999999, -122.1216518 37.69428554000001))",0.999996325,1.023600462,0.360690345,0.362152109,0.086609536,0.316106533,2801.010295,0.000365441,1.023604224,6.592501089,0.084612638,0.353802213,0.308818279
2189,5.490223429,0.791415368,0.542576326,0.11344681,0.725001403,7.662663335,3758,0.321713677,541,33,1025,23,742,185,1285,-76,"POLYGON ((-122.1247703 37.70298243999998, -122.1278895 37.71167929999999, -122.1388825 37.70921083999999, -122.135762 37.70051429000004, -122.1247703 37.70298243999998))",0.99999933,1.601285399,0.515155414,0.436752936,0.23052033,0.547539047,3758.002517,0.0004261,1.601286471,7.662668467,0.143959553,0.272751464,0.341937201
2190,5.592673949,0.825650015,0.552989697,0.117337369,0.754641831,7.843292861,3441,0.442313281,388,26,723,56,509,217,1066,456,"POLYGON ((-122.1278895 37.71167929999999, -122.1310095 37.7203761, -122.1420037 37.71790732999999, -122.1388825 37.70921083999999, -122.1278895 37.71167929999999))",1.000000887,1.501570049,0.664164375,0.315499897,0.169313914,0.465176888,3440.996947,0.000436376,1.501568717,7.843285903,0.112757919,0.210113339,0.309793665
2191,2.591898234,0.384972549,0.42586638,0.071881367,0.409890536,3.884509066,24167,0.803078578,173,86,3000,46,412,1042,1827,17581,"POLYGON ((-121.9526734 37.25312932999998, -121.9588325 37.27052853, -121.9806951 37.26562398000001, -121.9745312 37.24822601, -121.9526734 37.25312932999998))",4.000002349,5.162782479,4.146120013,0.640888296,0.036957892,0.390300972,6041.746451,0.000213629,1.290694862,0.971126696,0.007158522,0.124136219,0.075598957
2192,2.846779366,0.405431736,0.455946838,0.073217614,0.442273185,4.223648739,2435,0.749897331,11,7,434,6,42,109,180,1646,"POLYGON ((-121.9588325 37.27052853, -121.9649945 37.28792756999999, -121.9868619 37.28302179, -121.9806951 37.26562398000001, -121.9588325 37.27052853))",3.999993889,0.566164331,0.424565121,0.100909782,0.002557621,0.041851983,608.7509299,0.000232511,0.141541299,1.055913798,0.004517454,0.178234086,0.073921971
2193,3.23758355,0.409202333,0.530928748,0.075749718,0.572721347,4.826185695,,,,,,,,,,,"POLYGON ((-122.0082118 37.40971597, -122.0143976 37.42711361000001, -122.0363039 37.42219801, -122.0301132 37.40480161, -122.0082118 37.40971597))",4.00000367,,,,,,,,,1.206545317,,,
2194,2.966421467,0.211047764,0.321626224,0.086137713,0.370502302,3.955735471,,,,,,,,,,,"POLYGON ((-122.0391707 37.49670228, -122.0453715 37.51409897999999, -122.0673021 37.50917724000001, -122.0610964 37.49178178, -122.0391707 37.49670228))",4.000003022,,,,,,,,,0.988933121,,,
2195,3.817594174,0.226470173,0.328591958,0.088117,0.385854036,4.846627341,,,,,,,,,,,"POLYGON ((-122.0453715 37.51409897999999, -122.0515752 37.53149549000001, -122.0735107 37.52657251999999, -122.0673021 37.50917724000001, -122.0453715 37.51409897999999))",4.000005784,,,,,,,,,1.211655083,,,
2196,2.880892365,0.229572063,0.311157717,0.088301223,0.37600854,3.885931908,,,,,,,,,,,"POLYGON ((-122.0515752 37.53149549000001, -122.057782 37.54889180000001, -122.0797223 37.5439676, -122.0735107 37.52657251999999, -122.0515752 37.53149549000001))",4.000003726,,,,,,,,,0.971482072,,,
2197,2.812529109,0.456119726,0.324720735,0.10610664,0.447841945,4.147318155,,,,,,,,,,,"POLYGON ((-122.0764202 37.60107953999999, -122.0826389 37.61847505999999, -122.1045987 37.61354595, -122.0983751 37.59615166, -122.0764202 37.60107953999999))",3.99999304,,,,,,,,,1.036831343,,,
2198,3.656198754,0.625818643,0.430953717,0.111743866,0.584714465,5.409429444,,,,,,,,,,,"POLYGON ((-122.0888607 37.63587036999999, -122.0950854 37.65326547999998, -122.117055 37.64833391, -122.1108254 37.63094003000001, -122.0888607 37.63587036999999))",3.999998353,,,,,,,,,1.352357918,,,
2199,4.764468088,0.77632295,0.516480727,0.11996115,0.68325599,6.860488905,66,0.53030303,10,4,10,0,0,7,6,29,"POLYGON ((-122.1200146 37.72284381999999, -122.1262544 37.74023787000001, -122.1482484 37.73530015000001, -122.1420037 37.71790732999999, -122.1200146 37.72284381999999))",3.999991246,0.02511939,0.013320888,0.003805968,0.003805968,0.002283581,16.50003611,0.000380597,0.006279861,1.71512598,0.151515152,0.151515152,0.090909091
2200,1.558594968,0.286577426,1.016247643,0.071351112,0.239306765,3.172077915,6057,0.39342909,1652,69,973,62,389,529,1032,1351,"POLYGON ((-122.2642989 38.12284912000003, -122.2706087 38.14023774, -122.2927159 38.1352717, -122.2864011 38.11788432000003, -122.2642989 38.12284912000003))",4.000006079,1.054439928,0.414847342,0.169385843,0.287590352,0.179656927,1514.247699,0.000174086,0.263609582,0.793018274,0.272742282,0.160640581,0.170381377
2201,1.489621497,0.260441967,1.077861798,0.071367165,0.231791088,3.131083515,,,,,,,,,,,"POLYGON ((-122.2706087 38.14023774, -122.2769217 38.15762609999999, -122.2990337 38.15265882999999, -122.2927159 38.1352717, -122.2706087 38.14023774))",4.0000017,,,,,,,,,0.782770546,,,
2202,0.992662382,0.296342443,1.545874427,0.041708092,0.210678791,3.087266134,704,0.855113636,2,3,13,2,66,16,133,469,"POLYGON ((-122.3148639 38.26195074, -122.3211984 38.27933723999998, -122.3433451 38.27436134, -122.3370056 38.25697607, -122.3148639 38.26195074))",3.999998151,0.119250309,0.101972565,0.002202065,0.000338779,0.022528823,176.0000813,0.00016939,0.029812591,0.77181689,0.002840909,0.018465909,0.188920455
2203,1.027787786,0.299798693,1.502506393,0.041684688,0.214326931,3.086104491,2570,0.89688716,9,12,79,3,75,87,247,2058,"POLYGON ((-122.3211984 38.27933723999998, -122.327536 38.29672347000001, -122.3496876 38.29174633, -122.3433451 38.27436134, -122.3211984 38.27933723999998))",3.99999508,0.435166105,0.390294892,0.013376701,0.001523928,0.041823357,642.5007903,0.000169325,0.10879166,0.771527072,0.003501946,0.0307393,0.096108949
2204,3.321644211,0.64009412,0.452944647,0.079572276,0.507729097,5.00198435,7156,0.55156512,289,56,1737,9,725,393,1599,2348,"POLYGON ((-121.9649945 37.28792756999999, -121.9680766 37.29662701999998, -121.9790119 37.29417434999998, -121.9759286 37.28547519999999, -121.9649945 37.28792756999999))",0.999999085,1.974956988,1.089317389,0.479387967,0.079760001,0.441301876,7156.00655,0.000275986,1.974958796,5.001988929,0.04038569,0.242733371,0.223448854
2205,3.518831241,0.688909222,0.475553759,0.081188645,0.540965137,5.305448004,4396,0.497497725,353,62,1057,25,458,254,1075,1112,"POLYGON ((-121.9680766 37.29662701999998, -121.9711595 37.30532643000002, -121.982096 37.30287345, -121.9790119 37.29417434999998, -121.9680766 37.29662701999998))",0.999999195,1.28798445,0.640769334,0.309690529,0.103425503,0.31496435,4396.003537,0.00029299,1.287985486,5.305452272,0.080300273,0.24044586,0.244540491
2206,3.748898253,0.753620263,0.509184291,0.08519984,0.58528161,5.682184256,3800,0.464736842,94,14,1578,7,153,188,444,1322,"POLYGON ((-121.9711595 37.30532643000002, -121.9742431 37.31402580000002, -121.9851808 37.31157250999998, -121.982096 37.30287345, -121.9711595 37.30532643000002))",0.999997598,1.193737969,0.554774014,0.495715399,0.029529308,0.139478857,3800.009129,0.000314142,1.193740837,5.682197907,0.024736842,0.415263158,0.116842105
2207,3.829050456,0.799316877,0.533656686,0.086043238,0.618958515,5.867025771,8382,0.322238129,266,55,4384,39,523,414,1207,1494,"POLYGON ((-121.9742431 37.31402580000002, -121.9773274 37.32272512999999, -121.9882664 37.32027152999999, -121.9851808 37.31157250999998, -121.9742431 37.31402580000002))",1.000001426,2.720263293,0.876572555,1.422767153,0.086326657,0.391715318,8381.988051,0.000324536,2.720259415,5.867017408,0.03173467,0.523025531,0.143999046
2208,4.070267696,0.851800308,0.552475369,0.089877327,0.644492548,6.208913248,2565,0.523586745,32,8,1053,0,32,97,228,1115,"POLYGON ((-121.9773274 37.32272512999999, -121.9804125 37.33142441000001, -121.9913527 37.32897051, -121.9882664 37.32027152999999, -121.9773274 37.32272512999999))",1.000004567,0.881826965,0.46171291,0.362013175,0.01100135,0.078384619,2564.988286,0.000343792,0.881822937,6.208884893,0.012475634,0.410526316,0.088888889
2209,4.083505218,0.854895312,0.544955784,0.090010696,0.625702054,6.199069065,4526,0.471939903,106,28,1790,6,200,260,617,1519,"POLYGON ((-121.9804125 37.33142441000001, -121.9834984 37.34012365000001, -121.9944397 37.33766944000003, -121.9913527 37.32897051, -121.9804125 37.33142441000001))",0.999999238,1.553491592,0.733154671,0.614394598,0.036383144,0.211777356,4526.003448,0.000343237,1.553492775,6.199073787,0.023420239,0.395492709,0.136323464
2210,4.258793657,0.878136355,0.554745016,0.091437168,0.637929862,6.421042058,6064,0.389676781,163,22,2805,31,371,309,964,1399,"POLYGON ((-121.9834984 37.34012365000001, -121.9865849 37.34882284, -121.9975275 37.34636833000001, -121.9944397 37.33766944000003, -121.9834984 37.34012365000001))",0.999996946,2.15732299,0.840658678,0.997904187,0.057988728,0.342951742,6064.018517,0.000355759,2.157329578,6.421061666,0.026879947,0.462565963,0.158970976
2211,4.224196176,0.865493012,0.544632717,0.090711185,0.627480185,6.352513275,4547,0.332966791,115,21,2385,7,289,216,584,930,"POLYGON ((-121.9865849 37.34882284, -121.9896723 37.35752199999999, -122.0006161 37.35506718000001, -121.9975275 37.34636833000001, -121.9865849 37.34882284))",1.000003531,1.600050733,0.532763759,0.839261271,0.040467525,0.205504647,4546.983944,0.000351892,1.600045083,6.352490844,0.025291401,0.524521663,0.128436332
2212,4.484741135,0.908116822,0.566232711,0.092493512,0.673304378,6.724888558,6718,0.350550759,158,32,3080,35,757,301,1630,725,"POLYGON ((-121.9896723 37.35752199999999, -121.9927603 37.36622110000001, -122.0037053 37.36376598000003, -122.0006161 37.35506718000001, -121.9896723 37.35752199999999))",0.99999778,2.505315728,0.87824033,1.148611557,0.058922281,0.607869103,6718.014914,0.000372926,2.505321289,6.724903488,0.023518904,0.458469783,0.242631736
2213,4.440509409,0.90383279,0.55834155,0.0906348,0.676842035,6.670160583,3273,0.314695998,96,26,1773,3,194,151,399,631,"POLYGON ((-121.9927603 37.36622110000001, -121.9958491 37.37492017000002, -122.0067954 37.37246472999998, -122.0037053 37.36376598000003, -121.9927603 37.36622110000001))",1.000003976,1.210458686,0.380926504,0.65571135,0.035503829,0.147562791,3272.986988,0.000369832,1.210453873,6.670134066,0.029330889,0.541704858,0.121906508
2214,4.625074648,0.92340896,0.582623091,0.090123516,0.734043638,6.955273854,20,0.3,0,0,14,0,0,0,0,6,"POLYGON ((-121.9958491 37.37492017000002, -121.9989387 37.38361919, -122.0098861 37.38116345, -122.0067954 37.37246472999998, -121.9958491 37.37492017000002))",1.000002354,0.007719249,0.002315775,0.005403474,0,0,19.99995292,0.000385962,0.007719231,6.95525748,0,0.7,0
2215,4.395471341,0.860483143,0.558421989,0.087456849,0.709986334,6.611819655,6712,0.308551847,105,31,3109,74,1023,299,2032,39,"POLYGON ((-121.9989387 37.38361919, -122.002029 37.39231815999999, -122.0129776 37.38986211, -122.0098861 37.38116345, -121.9989387 37.38361919))",0.999995947,2.460176856,0.759092114,1.139554506,0.03848608,0.744797284,6712.027203,0.000366534,2.460186827,6.611846452,0.015643623,0.463200238,0.302741359
2216,4.304504651,0.563675217,0.760913398,0.083460363,0.757397881,6.469951509,9553,0.43410447,235,69,3260,92,1255,495,2539,1608,"POLYGON ((-122.002029 37.39231815999999, -122.00512 37.40101709000005, -122.0160699 37.39856074000001, -122.0129776 37.38986211, -122.002029 37.39231815999999))",1.000000127,3.424944514,1.486783722,1.168776208,0.084252273,0.910283065,9552.998791,0.00035852,3.424944081,6.46995069,0.024599602,0.341254056,0.265780383
2217,4.074471386,0.532819806,0.693368437,0.083416604,0.704831561,6.088907793,5993,0.444018021,108,26,2686,28,250,234,635,2026,"POLYGON ((-122.00512 37.40101709000005, -122.0082118 37.40971597, -122.0191629 37.40725931, -122.0160699 37.39856074000001, -122.00512 37.40101709000005))",1.000002173,2.019813821,0.896833736,0.905259457,0.036399114,0.214013312,5992.986979,0.000337029,2.019809432,6.088894564,0.018021025,0.448189554,0.10595695
2218,2.582551897,0.23657696,0.317425556,0.088368038,0.384557956,3.609480408,289,0.117647059,3,0,235,1,3,13,10,24,"POLYGON ((-122.057782 37.54889180000001, -122.0608865 37.55758987999998, -122.0718582 37.555128, -122.0687525 37.54643022, -122.057782 37.54889180000001))",0.999996439,0.057321589,0.006743716,0.046610981,0.000595034,0.001983446,289.0010291,0.000198345,0.057321793,3.609493261,0.010380623,0.813148789,0.034602076
2219,2.624851474,0.239764065,0.322828113,0.088383062,0.392779687,3.668606402,163,0.214723926,16,0,94,0,7,11,23,12,"POLYGON ((-122.0608865 37.55758987999998, -122.0639917 37.56628791000001, -122.0749647 37.56382571999996, -122.0718582 37.555128, -122.0608865 37.55758987999998))",0.999998424,0.032865443,0.007056997,0.018953077,0.003226056,0.004637455,163.0002568,0.000201628,0.032865495,3.668612182,0.098159509,0.576687117,0.141104294
